,t_ch,t_dev,l_core_and_top,l_core_and_occ,l_peripheral_and_top,l_peripheral_and_occ,r_core_and_top,r_core_and_occ,r_peripheral_and_top,r_peripheral_and_occ,has_conflict
15819,3,1,1,0,0,0,0,0,0,0,0
15820,2,1,0,0,1,0,0,0,0,0,0
15821,7,3,0,0,0,0,0,0,1,2,0
15822,1,1,0,0,2,0,0,0,0,0,0
15823,50,5,1,1,0,3,0,0,1,0,0
15824,4,1,0,0,1,0,0,0,1,0,0
15825,2,1,0,0,1,0,0,0,0,0,0
15826,2,1,0,0,0,0,0,0,1,0,0
15827,575,15,1,0,0,8,0,1,1,6,0
15828,2,1,0,0,1,0,0,0,0,0,0
15829,7,3,0,0,2,2,0,0,2,0,0
15830,101,5,1,1,0,3,0,0,0,0,0
15831,382,14,0,0,1,0,1,4,0,8,0
15832,20,1,1,0,0,0,0,0,0,0,0
15833,21,2,0,0,1,0,0,0,1,0,0
15834,3635,1,1,0,0,0,0,0,0,0,0
15835,1,1,1,0,0,0,0,0,0,0,0
15836,449,1,0,0,1,0,0,0,0,0,0
15837,10,6,0,1,1,3,0,0,1,0,0
15838,21,2,0,0,2,0,0,0,2,0,0
15839,21,3,1,1,0,0,0,0,1,0,0
15840,35,2,0,0,1,0,1,0,0,0,0
15841,4,1,1,0,0,0,0,0,0,0,0
15842,326,1,1,0,0,0,1,0,0,0,0
15843,222,9,0,0,1,8,0,0,1,0,0
15844,3,1,1,0,0,0,0,0,0,0,0
15845,13,1,1,0,0,0,1,0,0,0,0
15846,50,13,1,2,0,10,0,0,0,0,0
15847,8,1,1,0,0,0,0,0,0,0,0
15848,1401,53,0,0,1,0,1,3,0,48,0
15849,27,2,0,0,1,0,1,0,0,0,0
15850,1,1,0,0,0,0,0,0,1,0,0
15851,394,13,1,0,0,11,1,0,0,1,0
15852,67,1,0,0,1,0,0,0,1,0,0
15853,1,1,1,0,0,0,0,0,0,0,0
15854,1,1,0,0,2,0,0,0,0,0,0
15855,4,1,1,0,0,0,0,0,0,0,0
15856,3,2,0,0,1,0,0,0,1,0,0
15857,71,11,1,6,0,4,0,0,0,0,0
15858,1,1,0,0,1,0,0,0,0,0,0
15859,4,1,0,0,0,0,1,0,0,0,0
15860,1,1,0,0,0,0,1,0,0,0,0
15861,20,4,1,0,0,3,1,0,0,0,0
15862,2,1,1,0,0,0,0,0,0,0,0
15863,17,2,1,1,0,0,1,1,0,0,1
15864,2,2,0,0,1,0,1,0,0,0,0
15865,1,1,0,0,1,0,0,0,0,0,0
15866,4,1,1,0,0,0,0,0,0,0,0
15867,7,1,0,0,1,0,0,0,1,0,0
15868,47,6,0,0,0,0,1,1,0,4,0
15869,1,1,0,0,1,0,0,0,0,0,0
15870,352,1,0,0,1,0,0,0,1,0,0
15871,1,1,0,0,0,0,0,0,1,0,0
15872,19,3,1,0,0,1,0,0,1,0,0
15873,2,1,0,0,0,0,1,0,0,0,0
15874,27,1,0,0,0,0,0,0,1,0,0
15875,3,1,0,0,1,0,0,0,0,0,0
15876,3,3,1,0,0,1,0,0,1,0,0
15877,58,1,1,0,0,0,0,0,0,0,0
15878,197,3,1,1,0,1,1,0,0,0,0
15879,1,1,0,0,1,0,0,0,0,0,0
15880,1,1,0,0,1,0,0,0,0,0,0
15881,3,1,0,0,1,0,0,0,0,0,0
15882,1,1,0,0,1,0,0,0,1,0,1
15883,4,2,0,0,0,0,0,0,1,1,0
15884,37,1,1,0,0,0,0,0,0,0,0
15885,156,5,1,0,0,0,1,1,0,2,0
15886,1,1,0,0,1,0,0,0,0,0,0
15887,1,1,0,0,0,0,0,0,1,0,0
15888,43,3,1,0,0,2,0,0,0,0,0
15889,18,1,0,0,1,0,0,0,0,0,0
15890,50,4,1,0,0,2,0,0,1,0,0
15891,73,9,0,0,0,0,1,1,0,7,0
15892,115,3,1,0,0,1,1,0,0,0,0
15893,19,2,1,0,0,0,0,0,1,0,0
15894,4,2,0,0,1,0,0,0,1,0,0
15895,12,2,0,1,1,0,0,0,0,0,0
15896,5,1,0,0,1,0,0,0,0,0,0
15897,20,3,1,1,0,0,0,0,1,0,0
15898,11,2,0,0,2,2,0,0,0,0,0
15899,1,1,0,0,1,0,0,0,0,0,0
15900,6,1,1,0,0,0,0,0,0,0,0
15901,46,2,1,0,0,1,0,0,0,0,0
15902,15,8,0,1,1,5,0,0,1,0,0
15903,1,1,0,0,1,0,0,0,0,0,0
15904,24,6,0,0,2,10,0,0,0,0,0
15905,16,3,1,0,0,2,0,0,1,0,0
15906,2,1,0,0,2,0,0,0,2,0,0
15907,19,9,0,1,1,6,0,0,1,0,0
15908,2,1,1,0,0,0,1,0,0,0,0
15909,9,3,1,0,0,1,0,0,1,0,0
15910,3,1,0,0,1,0,0,0,0,0,0
15911,21,2,1,0,0,0,0,0,1,0,0
15912,55,6,1,0,0,0,1,2,0,3,0
15913,38,3,0,0,0,0,1,1,0,1,0
15914,5,1,0,0,1,0,0,0,0,0,0
15915,23,2,1,0,0,0,0,0,1,0,0
15916,21,2,1,0,0,0,1,0,0,0,0
15917,94,6,1,0,0,0,1,0,0,4,1
15918,1,1,0,0,1,0,0,0,0,0,0
15919,1643,8,1,0,0,0,1,0,0,7,0
15920,21,1,1,0,0,0,1,0,0,0,0
15921,385,3,0,1,1,1,1,0,0,0,0
15922,7,1,0,0,2,0,0,0,0,0,0
15923,1,5,1,1,0,3,0,0,0,0,0
15924,1,1,0,0,0,0,1,0,0,0,0
15925,7,1,0,0,1,0,0,0,0,0,0
15926,502,10,0,0,1,0,1,1,0,8,1
15927,36,7,0,0,2,12,0,0,2,0,0
15928,34,2,0,0,1,0,0,0,1,0,0
15929,20,2,0,0,1,0,1,0,0,0,0
15930,10,1,1,0,0,0,0,0,0,0,0
15931,12,2,1,0,0,0,0,0,1,0,0
15932,1252,3,0,0,1,0,1,0,0,1,0
15933,1,1,0,0,1,0,0,0,0,0,0
15934,3,2,1,0,0,0,0,0,1,0,0
15935,1,1,0,0,1,0,0,0,0,0,0
15936,1,1,0,0,1,0,0,0,0,0,0
15937,3,1,0,0,0,0,1,0,0,0,0
15938,4,1,0,0,1,0,0,0,0,0,0
15939,3,2,0,0,1,0,0,0,1,0,0
15940,2,1,1,0,0,0,0,0,0,0,0
15941,8,1,1,0,0,0,1,0,0,0,0
15942,11,3,0,1,1,1,0,0,0,0,0
15943,1,1,0,0,1,0,0,0,0,0,0
15944,5,1,0,0,0,0,1,0,0,0,0
15945,8,2,1,0,0,1,0,0,0,0,0
15946,12,4,0,0,1,2,1,0,0,0,0
15947,67,2,1,0,0,0,1,0,0,0,0
15948,26,1,0,0,1,0,0,0,0,0,0
15949,2,1,0,0,0,0,0,0,1,0,0
15950,1017,8,1,1,0,6,0,0,0,0,0
15951,65,1,0,0,1,0,0,0,1,0,0
15952,1,1,0,0,1,0,0,0,0,0,0
15953,29,7,1,0,0,5,0,0,1,0,1
15954,8,2,1,0,0,0,1,0,0,0,0
15955,1,1,0,0,1,0,0,0,0,0,0
15956,23,5,0,0,2,6,0,0,2,0,0
15957,1,1,0,0,1,0,0,0,0,0,0
15958,9,1,0,0,1,0,0,0,0,0,0
15959,2,1,1,0,0,0,0,0,0,0,0
15960,11,1,1,0,0,0,0,0,0,0,0
15961,19,2,0,1,1,0,0,0,0,0,0
15962,25,1,1,0,0,0,0,0,0,0,0
15963,1,1,1,0,0,0,0,0,0,0,0
15964,167,17,0,0,2,32,0,0,2,0,0
15965,4,2,1,1,0,0,0,0,0,0,0
15966,3,1,0,0,0,0,0,0,1,0,0
15967,22,14,0,0,0,0,1,2,0,11,0
15968,1,1,0,0,1,0,0,0,0,0,0
15969,4,1,0,0,1,0,0,0,0,0,0
15970,1,1,0,0,1,0,0,0,0,0,0
15971,4,2,1,0,0,0,0,0,1,0,0
15972,1,1,0,0,1,0,0,0,0,0,0
15973,4,1,0,0,0,0,0,0,1,0,0
15974,106,11,0,2,1,8,0,0,0,0,0
15975,162,6,0,0,2,8,0,0,2,0,0
15976,1,1,0,0,0,0,0,0,1,0,0
15977,2,1,0,0,1,0,0,0,0,0,0
15978,1,1,0,0,1,0,0,0,0,0,0
15979,2,1,0,0,0,0,0,0,1,0,0
15980,8,1,1,0,0,0,1,0,0,0,0
15981,14,1,0,0,0,0,1,0,0,0,0
15982,2,2,0,0,2,0,0,0,2,0,0
15983,4,3,0,0,0,0,1,0,0,2,0
15984,837,5,0,0,0,0,1,3,0,1,0
15985,4,2,0,0,1,0,0,0,1,0,0
15986,2,1,0,0,2,0,0,0,0,0,0
15987,1,1,0,0,0,0,0,0,2,0,0
15988,1,1,0,0,1,0,0,0,0,0,0
15989,2,1,0,0,1,0,0,0,0,0,0
15990,100,2,1,1,0,0,1,0,0,0,0
15991,15,2,1,1,0,0,0,0,0,0,0
15992,24,1,1,0,0,0,1,0,0,0,0
15993,40,1,1,0,0,0,0,0,0,0,0
15994,1,1,0,0,1,0,0,0,0,0,0
15995,1,1,1,0,0,0,0,0,0,0,0
15996,90,1,1,0,0,0,0,0,0,0,0
15997,350,2,1,0,0,0,1,0,0,0,0
15998,6,1,0,0,1,0,0,0,0,0,0
15999,9,2,1,0,0,0,0,0,1,0,0
16000,1,1,1,0,0,0,0,0,0,0,0
16001,2,2,1,0,0,0,0,0,1,0,0
16002,1,1,0,0,0,0,1,0,0,0,0
16003,18,2,1,1,0,0,1,0,0,0,0
16004,3,3,0,0,1,1,0,0,1,0,0
16005,17,1,0,0,0,0,1,0,0,0,0
16006,1,1,1,0,0,0,0,0,0,0,0
16007,15,6,1,0,0,4,0,0,1,0,0
16008,4,1,1,0,0,0,0,0,0,0,0
16009,16,3,0,0,0,0,0,1,1,1,0
16010,4,1,1,0,0,0,0,0,0,0,0
16011,268,4,0,0,1,0,1,1,0,1,0
16012,17,1,1,0,0,0,0,0,0,0,0
16013,2,2,0,0,0,0,0,0,1,1,0
16014,8,2,1,0,0,0,1,0,0,0,0
16015,3,1,0,0,1,0,0,0,0,0,0
16016,52,2,0,0,1,0,0,0,1,1,1
16017,3,2,1,0,0,0,0,0,1,0,0
16018,33,5,0,1,1,2,0,0,1,0,0
16019,439,10,0,0,1,2,1,0,0,7,1
16020,1,1,0,0,1,0,0,0,0,0,0
16021,65,17,0,0,0,0,1,3,0,13,0
16022,5,1,1,0,0,0,1,0,0,0,0
16023,26,2,1,0,0,0,0,0,1,0,0
16024,52,1,1,0,0,0,1,0,0,0,0
16025,1,1,1,0,0,0,0,0,0,0,0
16026,101,1,0,0,1,0,0,0,0,0,0
16027,163,2,0,0,0,0,1,0,0,1,0
16028,5,2,0,0,1,0,0,0,1,0,0
16029,112,2,1,0,0,0,0,1,1,0,1
16030,5,3,0,0,1,2,0,0,0,0,0
16031,39,2,0,1,1,0,0,0,1,0,1
16032,13,1,1,0,0,0,1,0,0,0,0
16033,8,1,0,0,1,0,0,0,0,0,0
16034,2,1,1,0,0,0,0,0,0,0,0
16035,2,1,0,0,0,0,1,0,0,0,0
16036,1,1,1,0,0,0,0,0,0,0,0
16037,206,1,1,0,0,0,0,0,0,0,0
16038,255,2,0,1,1,0,0,0,0,0,0
16039,4,2,0,0,0,0,0,0,1,1,0
16040,18,2,1,1,0,0,0,0,0,0,0
16041,2,1,0,0,2,0,0,0,0,0,0
16042,314,4,1,0,0,3,0,0,0,0,0
16043,798,10,1,2,0,4,0,2,1,4,1
16044,3,1,1,0,0,0,0,0,0,0,0
16045,105,1,1,0,0,0,1,0,0,0,0
16046,18,2,1,0,0,1,0,0,0,0,0
16047,11,7,1,2,0,3,1,0,0,0,0
16048,1,1,0,0,1,0,0,0,0,0,0
16049,2656,66,1,7,0,57,0,0,1,0,0
16050,301,4,1,0,0,1,1,1,0,1,0
16051,256,13,0,0,1,0,1,2,0,10,0
16052,2,1,0,0,1,0,0,0,0,0,0
16053,2,2,0,0,2,0,0,0,2,0,0
16054,5,3,1,0,0,1,0,0,1,0,0
16055,14,1,0,0,1,0,0,0,0,0,0
16056,383,14,0,0,2,26,0,0,0,0,0
16057,33,2,1,0,0,0,0,0,1,0,0
16058,4,3,0,0,0,0,1,1,0,1,0
16059,1,1,1,0,0,0,0,0,0,0,0
16060,3,1,0,0,0,0,0,0,1,0,0
16061,2,2,0,0,1,0,0,0,1,0,0
16062,14,2,1,0,0,0,1,0,0,0,0
16063,9,2,0,0,1,1,0,0,1,0,0
16064,8,2,1,0,0,0,1,0,0,1,1
16065,2,2,0,0,1,0,0,0,1,0,0
16066,186,7,0,0,1,0,1,2,0,3,1
16067,10,1,0,0,0,0,1,0,0,0,0
16068,21,2,0,0,2,0,0,0,2,2,0
16069,12,3,1,0,0,1,0,0,1,0,0
16070,12,3,1,0,0,0,1,0,0,1,0
16071,1,1,0,0,1,0,0,0,0,0,0
16072,8,1,0,0,0,0,1,0,0,0,0
16073,46,1,0,0,0,0,0,0,1,0,0
16074,11,2,0,0,1,0,0,0,1,0,0
16075,72,3,1,0,0,1,0,0,1,0,0
16076,9,4,1,1,0,1,0,0,1,0,0
16077,7,2,0,0,0,0,0,1,1,0,0
16078,19,4,0,1,1,1,0,0,1,0,0
16079,38,7,0,0,0,0,1,3,0,3,0
16080,1,1,0,0,0,0,1,0,0,0,0
16081,47,6,0,2,1,2,0,0,1,0,0
16082,3,2,1,0,0,1,1,0,0,0,0
16083,6,1,0,0,0,0,0,0,1,0,0
16084,1,1,0,0,1,0,0,0,0,0,0
16085,9,2,1,0,0,0,0,0,1,0,0
16086,285,7,1,4,0,2,1,0,0,0,0
16087,60,7,1,2,0,3,1,0,0,0,0
16088,1,1,0,0,0,0,0,0,1,0,0
16089,4,1,0,0,2,0,0,0,0,0,0
16090,190,1,0,0,0,0,1,0,0,0,0
16091,2,1,0,0,1,0,0,0,0,0,0
16092,158,6,1,2,0,2,0,0,1,0,0
16093,3,1,0,0,1,0,0,0,0,0,0
16094,2,1,0,0,1,0,0,0,0,0,0
16095,7,2,0,0,0,0,1,1,0,0,0
16096,49,1,0,0,0,0,0,0,2,0,0
16097,1,1,1,0,0,0,0,0,0,0,0
16098,55,6,0,0,2,8,0,0,2,0,0
16099,4,2,0,0,0,0,0,1,1,0,0
16100,3,1,0,0,0,0,0,0,1,0,0
16101,16,6,1,1,0,3,0,0,1,0,0
16102,16,1,0,0,1,0,0,0,0,0,0
16103,52,2,0,0,1,0,0,0,1,0,0
16104,101,4,1,1,0,1,1,0,0,1,0
16105,197,10,0,0,0,0,1,2,0,7,0
16106,7,2,0,0,1,1,0,0,0,0,0
16107,6,1,0,0,0,0,1,0,0,0,0
16108,9,1,0,0,1,0,0,0,0,0,0
16109,1,1,0,0,1,0,0,0,0,0,0
16110,102,3,1,1,0,0,0,0,1,0,0
16111,29,5,1,1,0,2,0,0,1,0,0
16112,320,2,0,0,0,0,0,0,1,1,0
16113,330,17,1,1,0,14,0,0,1,0,0
16114,1,1,0,0,2,0,0,0,0,0,0
16115,62,2,1,0,0,0,0,0,1,0,0
16116,7,1,0,0,0,0,1,0,0,0,0
16117,2,2,0,0,1,0,0,0,1,0,0
16118,96,5,1,0,0,4,0,0,0,0,0
16119,17,11,1,1,0,9,0,0,0,0,0
16120,3,1,0,0,0,0,1,0,0,0,0
16121,1,1,0,0,1,0,0,0,0,0,0
16122,11,2,1,0,0,0,1,0,0,0,0
16123,2,1,0,0,0,0,0,0,1,0,0
16124,1,1,1,0,0,0,0,0,0,0,0
16125,11,3,0,0,1,0,0,0,1,1,0
16126,3,2,0,0,1,0,1,0,0,0,0
16127,10,9,1,0,0,7,0,0,1,0,0
16128,33,1,1,0,0,0,0,0,0,0,0
16129,164,13,1,0,0,11,0,0,1,0,0
16130,51,9,0,0,1,7,0,0,1,0,0
16131,9,9,0,0,1,0,0,0,1,7,1
16132,10,2,0,0,1,0,1,0,0,0,0
16133,59,28,0,0,2,54,0,0,2,0,0
16134,25,1,1,0,0,0,0,0,0,0,0
16135,2,1,1,0,0,0,1,0,0,0,0
16136,19,1,1,0,0,0,1,0,0,0,1
16137,1,1,0,0,0,0,0,0,1,0,0
16138,1,1,0,0,1,0,0,0,0,0,0
16139,4,3,1,0,0,2,0,0,0,0,0
16140,3,1,0,0,0,0,1,0,0,0,0
16141,3,2,0,0,1,0,0,0,1,0,0
16142,12,1,0,0,1,0,0,0,0,0,0
16143,27,1,1,0,0,0,1,0,0,0,0
16144,9,1,0,0,1,0,0,0,1,0,0
16145,1,1,0,0,1,0,0,0,0,0,0
16146,1,1,0,0,1,0,0,0,0,0,0
16147,28,6,0,0,2,10,0,0,2,0,0
16148,4618,3,0,0,1,0,0,0,1,1,0
16149,1,1,0,0,0,0,0,0,1,0,0
16150,16,1,0,0,0,0,1,0,0,0,0
16151,1,1,0,0,1,0,0,0,0,0,0
16152,215,1,0,0,1,0,0,0,1,0,0
16153,1,1,0,0,0,0,1,0,0,0,0
16154,3,1,0,0,1,0,0,0,0,0,0
16155,350,5,0,0,1,0,1,1,0,3,0
16156,177,5,1,0,0,0,1,0,0,3,0
16157,3,1,1,0,0,0,0,0,0,0,0
16158,20,5,1,0,0,3,0,0,1,0,0
16159,9,1,1,0,0,0,0,0,0,0,0
16160,68,1,1,0,0,0,1,0,0,0,0
16161,1,1,0,0,1,0,0,0,0,0,0
16162,9,2,1,0,0,0,0,0,1,0,0
16163,115,29,1,0,0,27,0,0,1,0,0
16164,3,1,0,0,1,0,0,0,0,0,0
16165,97,1,1,0,0,0,1,0,0,0,0
16166,3,2,1,0,0,0,0,0,1,0,0
16167,80,7,1,2,0,3,0,0,1,0,0
16168,2,2,0,0,1,0,0,0,1,0,0
16169,10,3,1,1,0,0,1,0,0,0,0
16170,2,1,0,0,1,0,0,0,0,0,0
16171,3,1,0,0,1,0,0,0,0,0,0
16172,90,3,1,1,0,0,0,0,1,0,0
16173,9,1,1,0,0,0,0,0,0,0,0
16174,2,1,0,0,0,0,1,0,0,0,0
16175,1673,34,1,1,0,31,0,0,1,0,0
16176,2,2,0,0,1,0,0,0,1,0,0
16177,45,1,0,0,1,0,0,0,1,0,0
16178,11,1,1,0,0,0,0,0,0,0,0
16179,2,2,1,0,0,0,0,0,1,0,0
16180,1,1,1,0,0,0,0,0,0,0,0
16181,377,2,1,0,0,0,1,0,0,0,0
16182,1,1,0,0,1,0,0,0,0,0,0
16183,32,10,0,1,1,7,0,0,1,0,0
16184,3,3,1,0,0,0,0,0,1,1,0
16185,429,4,1,2,0,1,1,0,0,0,0
16186,278,6,1,1,0,3,0,1,1,0,0
16187,19,8,1,1,0,5,0,0,1,0,0
16188,1,1,0,0,1,0,0,0,0,0,0
16189,4,2,0,0,1,1,0,0,1,0,0
16190,4,1,1,0,0,0,1,0,0,0,0
16191,19,5,0,0,1,1,0,1,1,3,0
16192,18,9,0,0,0,0,1,1,0,7,0
16193,4,1,0,0,0,0,0,0,2,0,0
16194,10,1,0,0,0,0,0,0,1,0,0
16195,741,35,0,0,0,0,1,4,0,30,0
16196,11,2,1,0,0,0,1,0,0,0,0
16197,6,1,1,0,0,0,0,0,0,0,0
16198,6,1,0,0,1,0,0,0,0,0,0
16199,101,2,0,0,1,0,0,0,1,0,0
16200,23,4,0,1,1,2,0,0,1,0,0
16201,8,3,1,0,0,0,0,0,1,1,0
16202,2,1,0,0,1,0,0,0,0,0,0
16203,63,2,1,1,0,0,0,0,0,0,0
16204,12,2,0,0,1,0,1,0,0,0,0
16205,4,2,0,0,0,0,0,0,1,1,0
16206,1,1,0,0,1,0,0,0,0,0,0
16207,3,2,0,0,1,0,0,0,1,0,0
16208,3,2,1,0,0,0,0,0,1,0,0
16209,1,1,1,0,0,0,0,0,0,0,0
16210,48,3,0,0,1,1,1,0,0,0,0
16211,47,2,1,0,0,0,0,0,1,0,0
16212,14,1,1,0,0,0,0,0,0,0,0
16213,1,1,0,0,0,0,0,0,1,0,0
16214,1790,11,1,3,0,6,0,0,1,0,0
16215,13,2,0,0,2,0,0,0,2,0,0
16216,7,3,0,0,1,2,0,0,1,0,0
16217,26,9,0,0,1,6,0,0,1,1,0
16218,4,2,1,0,0,0,1,0,0,0,0
16219,48,5,0,1,1,2,0,0,1,0,0
16220,31,3,1,0,0,1,0,0,1,0,0
16221,8,4,0,0,1,0,0,0,1,2,0
16222,60,2,1,1,0,0,0,0,0,0,0
16223,6,1,0,0,0,0,1,0,0,0,0
16224,9,1,0,0,1,0,0,0,0,0,0
16225,1,1,0,0,1,0,0,0,0,0,0
16226,2,1,1,0,0,0,0,0,0,0,0
16227,101,2,1,0,0,0,1,0,0,0,0
16228,239,6,0,2,1,3,0,0,1,0,0
16229,16,3,0,0,1,1,0,0,1,0,0
16230,1,1,0,0,1,0,0,0,0,0,0
16231,3,2,0,0,2,0,0,0,2,0,0
16232,84,6,0,0,1,0,0,2,1,3,0
16233,5,3,1,0,0,1,0,0,1,0,0
16234,61,2,0,0,0,0,1,0,0,1,0
16235,1,1,0,0,1,0,0,0,0,0,0
16236,1,1,0,0,0,0,0,0,1,0,0
16237,151,1,1,0,0,0,0,0,0,0,0
16238,99,3,1,0,0,1,0,0,1,0,0
16239,3,2,1,1,0,0,0,0,0,0,0
16240,6,1,1,0,0,0,0,0,0,0,0
16241,2,2,1,0,0,0,0,0,1,0,0
16242,603,3,0,0,1,1,1,0,0,0,1
16243,22,1,0,0,0,0,1,0,0,0,0
16244,565,7,1,1,0,5,0,0,1,0,0
16245,7,2,0,0,2,0,0,0,2,0,0
16246,951,14,1,0,0,8,0,0,1,6,1
16247,2,2,0,0,1,0,1,0,0,0,0
16248,4697,115,1,3,0,111,1,2,0,0,0
16249,5,3,0,0,0,0,0,0,1,2,0
16250,1,1,0,0,1,0,0,0,0,0,0
16251,50,4,1,0,0,2,0,0,1,0,0
16252,338,19,0,0,2,0,0,0,2,36,1
16253,6,1,1,0,0,0,0,0,0,0,0
16254,41,8,0,0,1,7,0,0,1,0,0
16255,3,2,0,0,2,0,0,0,2,0,0
16256,9,1,0,0,1,0,0,0,0,0,0
16257,33,3,0,0,0,0,0,0,1,2,0
16258,8,2,1,0,0,0,0,0,1,0,0
16259,7,1,1,0,0,0,0,0,0,0,0
16260,2,1,0,0,1,0,0,0,0,0,0
16261,1,1,0,0,1,0,0,0,0,0,0
16262,111,3,0,0,1,0,0,1,1,0,0
16263,97,2,1,0,0,0,0,0,1,0,0
16264,3,2,0,0,1,0,0,0,1,0,0
16265,1,1,0,0,0,0,0,0,1,0,0
16266,3,1,0,0,1,0,0,0,0,0,0
16267,635,18,1,1,0,15,0,0,1,0,0
16268,21,1,0,0,0,0,0,0,1,0,0
16269,21,7,0,4,1,2,0,0,0,0,0
16270,16,3,0,0,1,0,1,0,0,1,0
16271,172,2,1,0,0,1,0,0,0,0,0
16272,1318,11,1,0,0,10,1,0,0,0,0
16273,18,1,1,0,0,0,0,0,0,0,0
16274,18,3,1,1,0,1,1,0,0,0,0
16275,1,1,1,0,0,0,0,0,0,0,0
16276,1,1,0,0,0,0,1,0,0,0,0
16277,12,2,0,0,1,0,1,0,0,0,0
16278,130,1,1,0,0,0,1,0,0,0,0
16279,2,1,0,0,1,0,0,0,0,0,0
16280,11,2,1,1,0,0,1,0,0,0,0
16281,59,5,0,0,2,8,0,0,2,0,0
16282,3,2,1,1,0,0,0,0,0,0,0
16283,7,3,1,1,0,1,0,0,0,0,0
16284,4,1,0,0,0,0,0,0,1,0,0
16285,6,3,0,0,1,1,0,0,1,0,0
16286,69,1,1,0,0,0,0,0,0,0,0
16287,26,13,0,0,0,0,1,2,0,10,0
16288,1,1,0,0,1,0,0,0,0,0,0
16289,189,1,1,0,0,0,1,0,0,0,0
16290,6,2,1,0,0,0,1,0,0,0,0
16291,23,7,1,0,0,5,0,0,1,0,0
16292,164,6,1,1,0,4,0,0,0,0,0
16293,388,7,1,1,0,5,0,0,1,0,0
16294,11,3,1,0,0,2,0,0,0,0,0
16295,4,2,0,0,1,0,0,0,1,0,0
16296,4,1,0,0,0,0,0,0,1,0,0
16297,2,2,1,0,0,1,0,0,0,0,0
16298,6,2,0,0,1,0,0,0,1,0,0
16299,8,2,1,0,0,0,0,0,1,0,0
16300,130,6,1,0,0,4,0,0,1,0,0
16301,3,2,1,0,0,0,1,0,0,0,0
16302,6,4,0,0,1,0,0,0,1,2,1
16303,66,4,1,2,0,1,0,0,0,0,0
16304,282,25,1,3,0,20,0,0,1,0,0
16305,25,3,1,0,0,2,0,0,1,0,0
16306,1,1,0,0,1,0,0,0,0,0,0
16307,2,1,1,0,0,0,0,0,0,0,0
16308,1,1,1,0,0,0,0,0,0,0,0
16309,3,1,0,0,0,0,1,0,0,0,0
16310,10,1,0,0,1,0,0,0,0,0,0
16311,3,1,0,0,1,0,0,0,0,0,0
16312,19,5,0,0,1,4,0,0,0,0,0
16313,10,1,0,0,1,0,0,0,0,0,0
16314,176,3,1,0,0,2,0,0,0,0,0
16315,95,3,1,0,0,1,0,0,1,0,0
16316,5,1,0,0,1,0,0,0,0,0,0
16317,4,1,0,0,0,0,1,0,0,0,0
16318,9,2,0,0,1,0,0,0,1,0,0
16319,478,2,1,0,0,1,0,0,0,0,0
16320,9,2,0,0,1,0,0,0,1,0,0
16321,1,1,0,0,1,0,0,0,0,0,0
16322,4,1,0,0,1,0,0,0,0,0,0
16323,2,2,0,0,2,0,0,0,2,0,0
16324,4,1,0,0,2,0,0,0,0,0,0
16325,11,4,1,0,0,2,0,0,1,0,0
16326,27,2,1,1,0,0,0,0,0,0,0
16327,1,1,1,0,0,0,0,0,0,0,0
16328,39,8,1,1,0,5,0,0,1,0,0
16329,415,6,1,1,0,3,1,0,0,1,0
16330,2,2,0,0,1,0,0,0,1,0,0
16331,4,1,0,0,1,0,0,0,0,0,0
16332,6784,102,0,4,1,96,0,0,1,0,0
16333,1,1,0,0,1,0,0,0,0,0,0
16334,1,1,0,0,0,0,0,0,1,0,0
16335,7,2,0,0,1,0,0,0,1,0,0
16336,3,2,1,0,0,1,0,0,0,0,0
16337,26,4,1,0,0,2,1,0,0,0,0
16338,8,1,0,0,1,0,0,0,0,0,0
16339,20,3,0,2,1,0,1,0,0,0,0
16340,1,1,0,0,0,0,0,0,1,0,0
16341,639,15,0,0,1,0,1,4,0,9,0
16342,1,1,0,0,0,0,1,0,0,0,0
16343,4,2,0,0,2,2,0,0,2,0,0
16344,3,2,0,0,2,0,0,0,2,0,0
16345,2,1,0,0,1,0,0,0,0,0,0
16346,43,2,0,0,0,0,1,0,0,1,0
16347,8,2,1,0,0,0,1,0,0,0,0
16348,8,1,0,0,0,0,0,0,2,0,0
16349,2,1,0,0,1,0,0,0,0,0,0
16350,125,7,0,0,1,0,1,0,0,5,1
16351,76,2,0,0,1,1,0,0,0,0,0
16352,9,2,0,0,1,0,0,0,1,0,0
16353,2,1,0,0,0,0,0,0,2,0,0
16354,5,2,0,0,2,2,0,0,2,0,0
16355,1,1,0,0,1,0,0,0,0,0,0
16356,1,1,0,0,1,0,0,0,0,0,0
16357,1,1,0,0,1,0,0,0,0,0,0
16358,251,5,0,0,1,0,0,2,1,1,0
16359,31,1,0,0,0,0,0,0,1,0,0
16360,1,1,1,0,0,0,0,0,0,0,0
16361,19,3,0,0,1,1,0,0,1,0,0
16362,13,2,1,0,0,1,0,0,0,0,0
16363,156,4,0,0,1,2,0,0,1,0,0
16364,19,4,0,1,1,1,1,0,0,1,0
16365,5,2,1,0,0,0,0,0,1,0,0
16366,1,1,1,0,0,0,0,0,0,0,0
16367,18,2,0,0,0,0,1,1,0,0,0
16368,1,1,0,0,1,0,0,0,0,0,0
16369,38,3,1,0,0,0,0,1,1,0,0
16370,18,4,1,2,0,1,0,0,1,0,0
16371,183,1,1,0,0,0,1,0,0,0,0
16372,8,1,0,0,0,0,1,0,0,0,0
16373,112,1,1,0,0,0,0,0,0,0,0
