,t_ch,t_dev,l_core_and_top,l_core_and_occ,l_peripheral_and_top,l_peripheral_and_occ,r_core_and_top,r_core_and_occ,r_peripheral_and_top,r_peripheral_and_occ,has_conflict
5321,99,3,0,1,1,0,0,0,1,0,1
5322,5,4,0,0,1,1,0,0,1,1,1
5323,176,6,0,1,1,0,1,1,0,3,1
5324,81,6,1,0,0,0,1,0,0,4,1
5325,122,1,1,0,0,0,1,0,0,0,1
5326,563,18,0,3,1,8,1,2,0,9,1
5327,421,25,0,0,2,0,0,0,2,48,1
5328,30,3,0,0,1,1,0,0,1,0,1
5329,5,2,0,0,2,0,0,0,2,0,1
5330,403,5,0,0,1,1,0,2,1,2,1
5331,643,21,0,0,1,0,1,0,0,20,1
5332,10,2,1,0,0,0,1,0,0,1,1
5333,63,4,1,2,0,1,1,0,0,0,1
5334,42,5,0,0,1,0,1,0,0,3,1
5335,95,8,0,3,1,4,0,0,1,0,1
5336,29,2,0,0,1,0,0,0,1,0,1
5337,21,16,1,0,0,0,1,0,0,14,1
5338,195,11,1,3,0,4,1,3,0,4,1
5339,244,37,1,0,0,0,1,4,0,31,1
5340,2802,4,1,0,0,0,1,1,0,2,1
5341,32,6,1,0,0,5,1,0,0,0,1
5342,190,13,1,0,0,11,0,0,1,0,1
5343,168,11,0,0,1,1,1,0,0,8,1
5344,8,1,1,0,0,0,1,0,0,0,1
5345,63,48,0,0,1,0,1,2,0,44,1
5346,33,3,1,0,0,1,0,0,1,0,1
5347,1,2,0,0,1,0,0,0,1,0,1
5348,12,1,1,0,0,0,1,0,0,0,1
5349,72,7,0,0,2,0,2,0,0,10,1
5350,100,26,1,0,0,24,0,0,1,0,1
5351,301,12,1,0,0,2,0,1,1,9,1
5352,32,2,0,0,1,0,0,0,1,0,1
5353,84,3,1,0,0,1,0,0,1,0,1
5354,12,5,0,0,1,0,1,0,0,3,1
5355,7,2,0,0,1,0,1,0,0,0,1
5356,379,11,0,0,1,0,0,4,1,6,1
5357,109,7,0,0,1,0,1,2,0,4,1
5358,19,4,0,0,1,0,1,1,0,1,1
5359,98,3,1,0,0,1,0,0,1,0,1
5360,79,2,0,0,1,0,1,0,0,0,1
5361,49,6,0,0,1,0,1,0,0,4,1
5362,2564,59,0,3,1,54,0,0,1,0,1
5363,891,3,1,0,0,2,0,0,1,0,1
5364,207,91,0,0,1,0,0,1,1,88,1
5365,126,7,0,0,1,0,1,0,0,6,1
5366,17,5,0,0,1,0,0,0,1,4,1
5367,31,1,1,0,0,0,1,0,0,0,1
5368,64,4,1,0,0,0,1,0,0,2,1
5369,218,4,1,1,0,2,1,0,0,0,1
5370,49,2,1,0,0,1,0,0,1,0,1
5371,19,2,1,0,0,0,1,1,0,0,1
5372,45,2,1,0,0,0,0,0,1,0,1
5373,26,4,1,0,0,2,0,0,1,0,1
5374,556,3,1,0,0,0,0,0,1,1,1
5375,38,63,1,24,0,37,0,0,1,0,1
5376,37,49,1,19,0,28,0,0,1,0,1
5377,225,36,0,0,1,0,1,4,0,30,1
5378,162,6,0,0,1,0,0,0,1,4,1
5379,34,3,0,1,1,1,0,0,1,0,1
5380,31,2,0,0,1,0,1,0,0,0,1
5381,205,11,1,1,0,9,0,0,1,0,1
5382,195,24,0,0,1,0,1,3,0,19,1
5383,34,1,1,0,0,0,1,0,0,0,1
5384,186,4,0,0,1,0,0,1,1,1,1
5385,1708,2,0,0,1,0,1,0,0,1,1
5386,293,6,1,0,0,5,0,0,1,0,1
5387,21,2,0,0,1,0,1,0,0,0,1
5388,211,4,1,0,0,2,0,1,1,0,1
5389,64,1,1,0,0,0,1,0,0,0,1
5390,7,7,0,0,1,0,0,1,1,4,1
5391,47,8,1,1,0,5,0,0,1,0,1
5392,16,15,0,2,1,1,0,1,1,9,1
5393,9,9,0,0,1,8,0,0,1,0,1
5394,56,2,1,0,0,1,1,0,0,0,1
5395,187,3,1,0,0,0,1,0,0,2,1
5396,83,1,1,0,0,0,1,0,0,0,1
5397,1496,2,1,0,0,0,1,0,0,1,1
5398,123,29,0,0,1,0,1,7,0,20,1
5399,5,1,0,0,1,0,0,0,1,0,1
5400,751,8,0,0,1,0,0,2,1,4,1
5401,1134,21,0,0,1,0,1,3,0,17,1
5402,65,3,0,0,1,0,1,0,0,1,1
5403,85,11,0,0,1,0,1,0,0,9,1
5404,48,2,1,0,0,0,1,0,0,1,1
5405,3,3,0,0,1,0,0,0,1,1,1
5406,62,3,1,0,0,1,1,0,0,1,1
5407,203,2,0,0,1,0,1,0,0,0,1
5408,92,7,1,0,0,0,1,0,0,5,1
5409,241,2,1,0,0,0,0,0,1,0,1
5410,1300,6,0,0,1,0,0,0,1,5,1
5411,3,4,0,0,1,0,0,0,1,2,1
5412,757,40,1,2,0,36,0,0,1,0,1
5413,38,7,1,0,0,3,0,0,1,4,1
5414,12,7,1,0,0,0,0,0,1,5,1
5415,101,25,0,0,1,1,1,1,0,21,1
5416,143,2,1,0,0,0,0,0,1,0,1
5417,423,5,1,0,0,3,1,0,0,1,1
5418,10,3,1,0,0,1,0,0,1,0,1
5419,279,4,1,3,0,0,1,0,0,0,1
5420,49,3,0,0,1,0,0,0,1,2,1
5421,23,7,1,0,0,0,0,1,1,4,1
5422,73,3,0,1,1,0,0,0,1,0,1
5423,6,2,1,0,0,0,0,0,1,0,1
5424,122,6,0,0,1,0,1,3,0,1,1
5425,32,45,1,15,0,28,0,0,1,0,1
5426,267,2,1,0,0,1,1,0,0,0,1
5427,13,1,0,0,1,0,0,0,1,0,1
5428,100,4,0,0,1,0,0,1,1,1,1
5429,2852,48,0,0,1,0,1,11,0,35,1
5430,4,5,0,0,1,0,0,0,1,3,1
5431,39,2,1,0,0,0,1,1,0,0,1
5432,58,2,1,0,0,0,0,0,1,0,1
5433,134,109,0,0,1,0,0,1,1,106,1
5434,424,2,1,0,0,0,1,0,0,1,1
5435,316,8,0,0,1,0,1,3,0,3,1
5436,3855,73,1,3,0,69,0,0,1,0,1
5437,115,1,1,0,0,0,1,0,0,0,1
5438,162,2,1,0,0,0,1,0,0,0,1
5439,17,1,1,0,0,0,1,0,0,0,1
5440,4847,12,0,3,1,8,1,0,0,0,1
5441,22,2,1,0,0,0,0,0,1,0,1
5442,443,3,1,1,0,1,1,0,0,0,1
5443,435,7,0,0,1,0,0,3,1,2,1
5444,669,31,1,8,0,21,0,1,1,0,1
5445,748,4,1,0,0,1,1,1,0,2,1
5446,37,3,0,0,1,0,0,1,1,0,1
5447,110,2,1,0,0,0,1,0,0,0,1
5448,30,2,1,0,0,0,0,0,1,0,1
5449,90,6,1,0,0,4,0,0,1,1,1
5450,378,2,1,0,0,0,1,0,0,0,1
5451,20,2,1,0,0,0,0,0,1,0,1
5452,43,3,0,2,1,0,1,0,0,0,1
5453,1344,20,1,3,0,16,1,0,0,0,1
5454,633,9,1,1,0,0,1,0,0,7,1
5455,908,93,1,5,0,86,0,0,1,0,1
5456,232,11,1,0,0,1,1,0,0,9,1
5457,1,6,0,0,1,0,1,1,0,3,1
5458,7,7,0,0,1,0,0,0,1,5,1
5459,796,26,0,0,1,0,0,2,1,22,1
5460,6339,312,1,3,0,79,1,4,0,265,1
5461,74,7,0,0,1,0,1,1,0,5,1
5462,26,2,1,0,0,0,0,0,1,0,1
5463,17,2,0,0,1,0,0,1,1,0,1
5464,17,2,1,0,0,0,0,0,1,0,1
5465,221,3,1,0,0,0,1,0,0,1,1
5466,43,2,1,0,0,0,1,0,0,1,1
5467,37,2,0,0,1,0,1,0,0,0,1
5468,145,7,0,0,1,0,1,1,0,5,1
5469,51,10,0,0,1,0,1,1,0,8,1
5470,49,2,1,0,0,0,0,0,1,0,1
5471,32,4,0,0,1,0,1,0,0,2,1
5472,22,4,0,0,1,0,0,0,1,2,1
5473,20,3,1,1,0,1,1,0,0,0,1
5474,427,31,0,1,1,29,0,0,1,0,1
5475,198,2,1,0,0,0,1,0,0,0,1
5476,145,1,1,0,0,0,1,0,0,0,1
5477,5070,38,0,0,1,0,1,2,0,35,1
5478,8047,93,0,0,1,0,1,0,0,91,1
5479,695,95,1,0,0,0,1,4,0,89,1
5480,1,2,0,0,1,0,1,0,0,0,1
5481,62,1,1,0,0,0,1,0,0,0,1
5482,30,15,0,0,1,0,0,3,1,10,1
5483,288,3,1,0,0,2,0,0,1,1,1
5484,320,32,0,0,1,0,1,3,0,27,1
5485,133,2,1,0,0,1,0,0,1,0,1
5486,3637,25,1,0,0,0,1,3,0,20,1
5487,35,3,0,0,1,0,1,1,0,0,1
5488,45,2,1,0,0,0,0,0,1,0,1
5489,94,1,1,0,0,0,1,0,0,0,1
5490,43,1,1,0,0,0,1,0,0,0,1
5491,99,2,0,0,1,0,1,0,0,0,1
5492,53,1,1,0,0,0,1,0,0,0,1
5493,230,31,1,0,0,1,1,3,0,25,1
5494,20,18,1,1,0,15,0,0,1,0,1
5495,64,16,1,2,0,12,1,0,0,0,1
5496,99,2,1,0,0,1,0,0,1,0,1
5497,263,33,0,1,1,2,1,2,0,27,1
5498,2348,203,1,0,0,0,1,16,0,186,1
5499,12,4,0,0,1,0,0,1,1,1,1
5500,50,5,0,1,1,2,0,0,1,0,1
5501,814,14,0,0,1,5,0,0,1,9,1
5502,240,31,1,0,0,0,1,2,0,27,1
5503,7,7,0,2,1,3,1,0,0,0,1
5504,4,2,1,0,0,0,0,0,1,0,1
5505,335,2,0,1,1,0,0,0,1,0,1
5506,276,7,0,0,1,1,0,1,1,3,1
5507,1083,10,1,1,0,7,0,0,1,0,1
5508,140,1,1,0,0,0,1,0,0,0,1
5509,1,2,0,0,1,0,0,0,1,0,1
5510,46,2,1,0,0,0,1,1,0,0,1
5511,98,2,1,0,0,0,1,0,0,0,1
5512,186,2,1,0,0,0,1,0,0,0,1
5513,282,8,0,0,1,0,1,2,0,4,1
5514,213,4,0,0,1,0,1,0,0,2,1
5515,114,2,1,0,0,0,1,0,0,0,1
5516,16,2,0,0,1,0,1,0,0,0,1
5517,38,4,0,0,1,0,1,1,0,1,1
5518,5129,28,0,0,1,0,1,0,0,26,1
5519,55,3,0,1,1,0,0,0,1,0,1
5520,422,7,1,1,0,0,1,2,0,4,1
5521,345,3,1,0,0,0,1,1,0,1,1
5522,7505,9,1,1,0,2,1,1,0,4,1
5523,146,2,1,0,0,0,1,0,0,0,1
5524,26,2,0,0,1,0,0,0,1,0,1
5525,49,3,0,0,2,4,0,0,2,0,1
5526,399,17,1,0,0,15,0,0,1,0,1
5527,38,2,1,0,0,0,1,0,0,1,1
5528,598,4,0,1,1,2,0,0,1,0,1
5529,864,4,1,0,0,2,0,0,1,0,1
5530,8,6,0,0,1,0,0,0,1,4,1
5531,155,12,0,0,1,0,1,1,0,9,1
5532,2784,59,0,0,1,0,1,2,0,55,1
5533,19,10,0,0,1,0,1,0,0,8,1
5534,894,8,0,1,1,6,0,0,1,0,1
5535,7289,5,1,0,0,0,0,1,1,3,1
5536,130,10,0,0,1,0,0,0,1,8,1
5537,25,1,1,0,0,0,1,0,0,0,1
5538,733,65,1,3,0,22,1,4,0,43,1
5539,4,2,1,0,0,0,0,0,1,0,1
5540,16,2,1,0,0,0,1,0,0,1,1
5541,27,2,0,1,1,0,0,0,1,0,1
5542,390,2,1,0,0,0,1,1,0,0,1
5543,15,1,1,0,0,0,1,0,0,0,1
5544,911,27,1,0,0,6,0,1,1,23,1
5545,1804,12,0,0,1,0,1,3,0,7,1
5546,352,2,1,0,0,0,1,0,0,0,1
5547,208,4,0,1,1,2,1,0,0,0,1
5548,223,29,0,0,1,0,1,7,0,20,1
5549,50,1,1,0,0,0,1,0,0,0,1
5550,244,3,1,0,0,0,1,1,0,1,1
5551,976,61,0,0,1,0,0,5,1,55,1
5552,204,2,0,0,1,0,1,0,0,1,1
5553,197,1,1,0,0,0,1,0,0,0,1
5554,38,1,0,0,1,0,0,0,1,0,1
5555,20,2,0,0,1,0,1,0,0,0,1
5556,74,22,0,0,1,0,1,4,0,16,1
5557,10638,3,0,0,1,2,0,0,1,0,1
5558,714,3,0,2,1,0,1,0,0,0,1
5559,106,6,1,0,0,4,0,0,1,0,1
5560,255,12,1,0,0,0,1,2,0,9,1
5561,402,5,1,0,0,4,0,0,1,1,1
5562,57,2,1,0,0,0,1,0,0,1,1
5563,29,2,1,0,0,0,1,0,0,0,1
5564,2669,14,0,0,1,13,0,0,1,1,1
5565,8,2,0,0,1,0,0,0,1,0,1
5566,449,2,1,0,0,1,1,0,0,0,1
5567,1393,19,0,0,1,0,0,1,1,17,1
5568,14,2,0,0,1,0,1,0,0,0,1
5569,11,1,0,0,1,0,0,0,1,0,1
5570,1223,27,0,0,1,0,1,1,0,24,1
5571,16,1,1,0,0,0,1,0,0,0,1
5572,241,2,1,0,0,0,0,1,1,0,1
5573,18,1,1,0,0,0,1,0,0,0,1
5574,66,15,0,0,1,0,1,1,0,13,1
5575,1574,18,1,1,0,15,0,0,1,0,1
5576,48,3,1,0,0,0,1,0,0,2,1
5577,5,1,1,0,0,0,1,0,0,0,1
5578,21,4,0,2,1,0,0,1,1,0,1
5579,23,2,0,1,1,0,0,0,1,0,1
5580,1609,39,0,0,1,0,1,4,0,33,1
5581,19,1,0,0,1,0,0,0,1,0,1
5582,192,6,1,2,0,3,1,1,0,0,1
5583,69,2,0,0,1,0,1,0,0,0,1
5584,100,2,1,0,0,0,1,0,0,0,1
5585,215,7,1,0,0,6,0,0,1,0,1
5586,874,16,1,0,0,0,1,2,0,12,1
5587,35,3,0,1,1,0,1,0,0,1,1
5588,62,2,1,0,0,0,1,1,0,0,1
5589,458,6,0,0,1,0,0,0,1,4,1
5590,44,1,0,0,1,0,0,0,1,0,1
5591,9,9,0,0,1,0,0,0,1,7,1
5592,224,23,1,0,0,0,1,1,0,20,1
5593,8,7,0,0,1,0,0,0,1,5,1
5594,29,5,1,0,0,0,0,0,1,3,1
5595,136,4,1,0,0,0,1,1,0,1,1
5596,925,2,1,0,0,0,0,0,1,0,1
5597,56,7,1,0,0,1,1,0,0,5,1
5598,462,142,0,0,1,0,1,3,0,137,1
5599,200,11,0,0,1,1,0,3,1,5,1
5600,6,1,0,0,2,0,0,0,2,0,1
5601,9,4,0,0,1,0,0,2,1,0,1
5602,71,3,1,1,0,0,0,0,1,0,1
5603,16,1,0,0,1,0,0,0,1,0,1
5604,223,28,1,1,0,0,1,2,0,23,1
5605,12,6,0,0,1,0,0,0,1,4,1
5606,389,25,0,0,1,3,1,1,0,19,1
5607,7,1,1,0,0,0,1,0,0,0,1
5608,523,6,0,1,1,3,0,0,1,0,1
5609,48,1,0,0,1,0,0,0,1,0,1
5610,563,5,1,0,0,4,0,0,1,0,1
5611,142,2,0,0,1,0,1,0,0,0,1
5612,541,1,0,0,1,0,0,0,1,0,1
5613,50,3,1,0,0,0,0,1,1,1,1
5614,560,14,1,1,0,12,1,1,0,0,1
5615,915,54,0,0,1,0,0,5,1,47,1
5616,66,3,0,0,1,0,1,0,0,1,1
5617,616,3,1,0,0,1,0,1,1,0,1
5618,154,9,1,0,0,7,0,0,1,0,1
5619,1,1,1,0,0,0,1,0,0,0,1
5620,542,10,1,3,0,0,1,3,0,6,1
5621,136,1,1,0,0,0,1,0,0,0,1
5622,43,3,0,0,1,0,0,0,1,2,1
5623,59,4,1,0,0,0,1,0,0,3,1
5624,324,41,1,1,0,0,1,4,0,34,1
5625,40,30,1,0,0,0,1,3,0,25,1
5626,46,3,0,0,1,0,0,1,1,0,1
5627,399,25,1,1,0,22,0,0,1,0,1
5628,741,1,0,0,1,0,0,0,1,0,1
5629,37,3,0,1,1,1,0,0,1,0,1
5630,204,12,1,1,0,10,1,0,0,0,1
5631,26,2,0,0,1,0,1,0,0,0,1
5632,39,4,0,0,1,0,1,0,0,2,1
5633,450,3,0,0,1,0,1,0,0,1,1
5634,1847,15,1,2,0,11,0,0,1,0,1
5635,846,3,0,1,1,1,1,0,0,0,1
5636,433,7,0,0,1,1,1,2,0,3,1
5637,349,13,1,1,0,2,0,4,1,5,1
5638,9776,4,1,2,0,0,1,1,0,1,1
5639,552,3,1,1,0,0,0,1,1,0,1
5640,44,1,0,0,1,0,0,0,1,0,1
5641,610,8,1,0,0,6,0,0,1,0,1
5642,4176,77,0,0,1,1,0,1,1,73,1
5643,5,2,1,0,0,0,0,0,1,0,1
5644,36,3,1,0,0,2,1,0,0,0,1
5645,10,2,1,0,0,0,0,0,1,0,1
5646,840,9,1,2,0,6,0,1,1,0,1
5647,186,138,0,0,1,0,1,35,0,101,1
5648,29,2,0,0,1,0,0,0,1,0,1
5649,865,12,1,4,0,7,1,2,0,0,1
5650,83,21,0,0,1,0,1,1,0,18,1
5651,9,10,0,0,1,0,0,0,1,8,1
5652,7,5,1,1,0,3,1,0,0,0,1
5653,147,1,1,0,0,0,1,0,0,0,1
5654,45,16,0,0,1,0,0,1,1,13,1
5655,601,16,1,0,0,0,1,0,0,14,1
5656,42,2,0,0,1,0,1,0,0,0,1
5657,728,39,1,2,0,36,0,0,1,0,1
5658,437,11,0,3,1,5,0,0,1,1,1
5659,18,8,0,0,1,0,1,0,0,6,1
5660,201,7,0,0,1,0,0,0,1,6,1
5661,598,1,0,0,1,0,0,0,1,0,1
5662,330,24,0,0,2,0,0,0,2,46,1
5663,1161,13,0,0,1,0,1,1,0,10,1
5664,639,82,0,0,1,0,1,7,0,73,1
5665,143,6,1,2,0,3,1,0,0,0,1
5666,68,7,0,0,1,0,0,0,1,6,1
5667,156,2,1,0,0,0,1,0,0,0,1
5668,3194,84,0,0,1,0,1,3,0,79,1
5669,78,2,1,1,0,0,1,0,0,0,1
5670,4370,1,0,0,1,0,0,0,1,0,1
5671,43,1,1,0,0,0,1,0,0,0,1
5672,240,46,0,0,1,0,1,2,0,43,1
5673,869,18,0,0,1,0,1,3,0,14,1
5674,20,5,1,2,0,2,1,0,0,1,1
5675,84,3,1,0,0,1,0,0,1,0,1
5676,72,2,1,0,0,0,0,0,1,0,1
5677,18,3,1,1,0,0,1,0,0,1,1
5678,40,3,0,1,1,1,0,0,1,1,1
5679,37,2,0,0,1,0,1,0,0,0,1
5680,469,52,1,0,0,1,1,6,0,43,1
5681,265,4,0,1,1,2,0,0,1,0,1
5682,46,2,1,1,0,0,1,1,0,0,1
5683,436,6,1,0,0,5,1,0,0,0,1
5684,68,4,1,0,0,0,0,1,1,1,1
5685,472,14,1,3,0,9,1,2,0,2,1
5686,52,3,1,0,0,0,0,1,1,0,1
5687,789,58,0,3,1,53,0,0,1,0,1
5688,301,12,1,0,0,2,0,1,1,9,1
5689,190,36,1,0,0,0,1,1,0,33,1
5690,4516,58,1,2,0,18,1,2,0,39,1
5691,3116,114,0,0,1,0,1,6,0,106,1
5692,13,1,1,0,0,0,1,0,0,0,1
5693,210,2,1,0,0,0,1,0,0,0,1
5694,1803,13,0,0,1,0,0,0,1,12,1
5695,887,17,0,0,1,0,1,3,0,12,1
5696,11,2,0,0,1,0,0,0,1,0,1
5697,155,17,0,1,1,14,0,0,1,0,1
5698,441,17,1,1,0,15,0,1,1,1,1
5699,100,11,0,0,1,0,1,2,0,7,1
5700,97,1,1,0,0,0,1,0,0,0,1
5701,1578,17,0,1,1,0,1,3,0,12,1
5702,281,7,1,0,0,0,1,1,0,5,1
5703,177,2,1,0,0,0,1,0,0,0,1
5704,12,1,0,0,1,0,0,0,1,0,1
5705,23,8,0,1,1,5,0,0,1,0,1
5706,265,16,1,0,0,15,0,0,1,0,1
5707,506,6,1,0,0,0,1,0,0,5,1
5708,406,3,1,0,0,1,0,0,1,0,1
5709,997,22,0,3,1,18,0,0,1,0,1
5710,340,7,0,0,1,0,1,0,0,5,1
5711,425,6,1,1,0,4,1,0,0,0,1
5712,71,2,0,0,1,0,0,0,1,0,1
5713,605,5,0,1,1,3,0,0,1,0,1
5714,15,2,0,0,1,0,1,0,0,1,1
5715,73,7,1,0,0,0,0,2,1,3,1
5716,114,1,0,0,1,0,0,0,1,0,1
5717,45,4,0,0,1,0,0,1,1,2,1
5718,7,1,1,0,0,0,1,0,0,0,1
5719,64,1,0,0,1,0,0,0,1,0,1
5720,1811,26,1,1,0,1,1,4,0,21,1
5721,4,3,0,0,1,0,0,0,1,1,1
5722,12,6,1,0,0,0,1,0,0,4,1
5723,431,7,1,1,0,4,1,1,0,2,1
5724,51,3,0,0,1,0,0,0,1,1,1
5725,96,2,1,0,0,0,0,0,1,0,1
5726,37,1,1,0,0,0,1,0,0,0,1
5727,383,15,1,1,0,12,0,0,1,0,1
5728,363,3,1,1,0,1,1,0,0,0,1
5729,386,3,0,0,1,1,0,0,1,0,1
5730,116,4,0,0,1,0,1,1,0,2,1
5731,131,13,1,1,0,10,0,0,1,0,1
5732,540,17,0,0,1,0,1,1,0,14,1
5733,139,4,1,0,0,0,1,0,0,3,1
5734,825,21,0,0,1,0,1,1,0,18,1
5735,1431,9,0,0,1,3,0,0,1,7,1
5736,326,9,0,0,1,0,1,1,0,6,1
5737,36,3,1,0,0,0,1,0,0,1,1
5738,20,3,1,0,0,0,0,1,1,0,1
5739,589,12,0,0,1,0,0,1,1,9,1
5740,491,5,0,0,1,0,0,1,1,2,1
5741,46,11,0,0,1,3,1,1,0,5,1
5742,915,54,0,0,1,0,0,5,1,47,1
5743,11,5,0,1,1,2,0,0,1,0,1
5744,95,4,0,0,1,0,1,1,0,1,1
5745,316,3,1,0,0,0,1,1,0,1,1
5746,2093,4,1,1,0,0,0,0,1,1,1
5747,18,2,0,0,1,0,1,0,0,0,1
5748,53,1,1,0,0,0,1,0,0,0,1
5749,133,7,0,1,1,5,0,0,1,0,1
5750,115,1,1,0,0,0,1,0,0,0,1
5751,33,3,1,1,0,0,0,2,1,0,1
5752,35,2,1,0,0,0,1,0,0,0,1
5753,1,1,0,0,1,0,0,0,1,0,1
5754,386,3,1,1,0,1,1,0,0,0,1
5755,521,4,1,0,0,0,1,1,0,2,1
5756,12,2,1,0,0,0,1,1,0,0,1
5757,6,2,1,0,0,0,0,0,1,0,1
5758,2714,45,1,4,0,40,0,0,1,0,1
5759,32,2,1,0,0,0,1,0,0,0,1
5760,2847,123,0,0,1,0,1,4,0,117,1
5761,40,6,1,0,0,0,1,1,0,3,1
5762,391,70,1,0,0,2,1,7,0,59,1
5763,28,2,0,0,2,0,0,0,2,0,1
5764,43,2,0,0,1,0,1,0,0,0,1
5765,1060,8,1,0,0,0,1,1,0,5,1
5766,10,6,1,0,0,4,0,0,1,0,1
5767,11,3,1,0,0,1,1,0,0,0,1
5768,32,4,1,0,0,2,0,0,1,0,1
5769,418,9,1,0,0,0,1,2,0,5,1
5770,834,16,0,0,1,0,1,1,0,13,1
5771,210,10,0,0,1,0,1,0,0,8,1
5772,59,3,0,0,2,4,0,0,2,0,1
5773,342,4,1,1,0,2,1,0,0,0,1
5774,38,1,1,0,0,0,1,0,0,0,1
5775,748,7,1,1,0,4,0,0,1,1,1
5776,569,7,0,0,1,0,0,2,1,4,1
5777,52,1,0,0,1,0,0,0,1,0,1
5778,2012,269,0,0,2,0,0,0,2,536,1
5779,4,2,0,0,1,0,1,0,0,0,1
5780,345,3,0,0,1,0,1,1,0,0,1
5781,421,15,0,0,1,0,1,3,0,10,1
5782,26,4,1,0,0,0,0,1,1,1,1
5783,442,2,1,0,0,0,0,0,1,0,1
5784,359,8,1,0,0,1,1,0,0,6,1
5785,154,6,0,0,1,0,1,1,0,3,1
5786,3546,138,0,0,1,0,1,3,0,133,1
5787,24,7,0,0,1,0,1,1,0,4,1
5788,507,16,1,1,0,13,0,0,1,0,1
5789,215,4,0,2,1,1,1,0,0,0,1
5790,59,3,1,0,0,0,0,1,1,0,1
5791,148,10,0,0,1,0,1,0,0,8,1
5792,4,1,1,0,0,0,1,0,0,0,1
5793,8,1,1,0,0,0,1,0,0,0,1
5794,216,2,1,0,0,0,1,0,0,0,1
5795,81,1,1,0,0,0,1,0,0,0,1
5796,42,3,1,1,0,1,1,0,0,0,1
5797,3306,22,0,0,1,20,0,0,1,2,1
5798,36,2,0,0,1,0,1,0,0,0,1
5799,5,3,0,0,1,0,0,0,1,1,1
5800,105,13,0,0,1,0,1,0,0,11,1
5801,173,26,0,0,1,4,1,3,0,17,1
5802,24,2,0,0,1,0,0,0,1,0,1
5803,21,10,0,0,1,0,0,0,1,8,1
5804,357,4,1,0,0,3,0,0,1,0,1
5805,62,4,1,0,0,0,0,0,1,2,1
5806,33,1,1,0,0,0,1,0,0,0,1
5807,156,18,0,0,1,0,1,0,0,16,1
5808,33,4,1,0,0,0,1,1,0,1,1
5809,34,3,0,0,1,0,1,0,0,2,1
5810,57,4,1,0,0,0,0,2,1,1,1
5811,84,1,1,0,0,0,1,0,0,0,1
5812,1235,109,1,6,0,101,0,0,1,0,1
5813,278,16,1,0,0,0,1,1,0,13,1
5814,120,1,1,0,0,0,1,0,0,0,1
5815,646,3,1,0,0,2,0,1,1,0,1
5816,2,3,0,0,1,0,0,0,1,1,1
5817,2149,10,1,1,0,2,0,1,1,6,1
5818,65,1,0,0,1,0,0,0,1,0,1
5819,8,5,0,0,1,0,0,2,1,2,1
5820,358,3,1,0,0,2,0,0,1,0,1
5821,219,22,0,0,1,0,1,3,0,17,1
5822,1520,138,1,7,0,129,0,0,1,0,1
5823,73,7,1,0,0,0,0,0,1,5,1
5824,4188,20,1,0,0,18,0,0,1,0,1
5825,68,3,1,1,0,1,1,0,0,0,1
5826,1452,3,1,0,0,2,0,0,1,0,1
5827,57,6,1,0,0,0,0,0,1,4,1
5828,23,2,0,1,1,0,0,0,1,0,1
5829,142,4,1,0,0,2,1,0,0,1,1
5830,52,3,1,1,0,1,1,0,0,0,1
5831,8,1,1,0,0,0,1,0,0,0,1
5832,42,6,0,0,1,0,1,1,0,3,1
5833,359,28,0,0,2,54,0,0,2,0,1
5834,360,41,0,0,1,0,1,2,0,37,1
5835,40,8,0,0,1,0,1,2,0,4,1
5836,2,3,0,0,1,0,0,0,1,1,1
5837,32,2,1,1,0,0,1,0,0,0,1
5838,2213,30,0,0,1,0,1,3,0,26,1
5839,1154,2,0,0,1,1,0,0,1,0,1
5840,9,2,0,0,1,0,1,0,0,0,1
5841,1,2,0,0,1,0,0,0,1,0,1
5842,238,17,0,2,1,14,0,0,1,0,1
5843,104,3,1,0,0,0,1,0,0,2,1
5844,15,4,0,0,1,1,1,0,0,2,1
5845,134,11,0,0,1,9,0,0,1,0,1
5846,40,5,0,0,1,0,0,0,1,4,1
5847,664,3,0,0,1,0,0,0,1,1,1
5848,823,12,1,2,0,9,1,0,0,0,1
5849,60,48,1,19,0,27,0,0,1,0,1
5850,3721,111,0,0,1,0,1,4,0,106,1
5851,2597,26,1,2,0,1,0,5,1,19,1
5852,88,2,1,0,0,0,0,0,1,0,1
5853,1217,3,0,0,1,0,1,1,0,0,1
5854,2033,22,0,1,1,0,1,3,0,18,1
5855,1032,9,1,0,0,0,1,2,0,6,1
5856,550,14,1,1,0,12,1,0,0,0,1
5857,92,1,1,0,0,0,1,0,0,0,1
5858,52,3,1,0,0,2,0,0,1,0,1
5859,217,10,0,0,1,9,0,0,1,0,1
5860,121,8,0,0,1,0,0,3,1,3,1
5861,14,1,0,0,1,0,0,0,1,0,1
5862,166,6,0,0,1,0,1,0,0,4,1
5863,258,7,1,0,0,6,1,0,0,0,1
5864,617,4,0,1,1,2,1,0,0,0,1
5865,6860,11,1,1,0,6,1,1,0,3,1
5866,38,10,0,0,1,0,0,0,1,8,1
5867,16,10,0,0,1,0,0,1,1,7,1
5868,30,4,1,1,0,2,1,0,0,0,1
5869,2759,2,0,0,1,0,0,0,1,1,1
5870,167,11,0,3,1,6,0,0,1,0,1
5871,295,8,1,1,0,6,1,0,0,0,1
5872,1877,3,0,1,1,0,1,0,0,2,1
5873,16,1,1,0,0,0,1,0,0,0,1
