,t_ch,t_dev,l_core_and_top,l_core_and_occ,l_peripheral_and_top,l_peripheral_and_occ,r_core_and_top,r_core_and_occ,r_peripheral_and_top,r_peripheral_and_occ,has_conflict
5874,4505,27,1,0,0,0,1,1,0,25,1
5875,30,4,0,1,1,1,0,0,1,0,1
5876,1055,3,1,0,0,1,1,0,0,0,1
5877,372,26,1,0,0,0,1,2,0,22,1
5878,50,19,0,0,1,0,0,0,1,17,1
5879,1,2,1,0,0,0,0,0,1,0,1
5880,397,1,0,0,1,0,0,0,1,0,1
5881,289,2,1,0,0,0,1,0,0,0,1
5882,6358,38,0,0,1,0,1,0,0,37,1
5883,148,20,0,0,1,0,1,0,0,18,1
5884,728,3,0,1,1,1,0,0,1,0,1
5885,433,8,0,0,1,1,1,1,0,5,1
5886,472,13,1,0,0,11,0,0,1,0,1
5887,3573,18,0,0,1,0,0,0,1,17,1
5888,11,2,0,0,1,0,0,0,1,0,1
5889,32,12,1,0,0,0,1,2,0,9,1
5890,128,3,1,0,0,0,1,1,0,1,1
5891,192,8,0,0,1,5,0,1,1,0,1
5892,43,1,0,0,1,0,0,0,1,0,1
5893,37,5,1,0,0,0,0,1,1,2,1
5894,18,7,0,0,1,0,1,0,0,5,1
5895,10,1,2,0,0,0,2,0,0,0,1
5896,53,2,1,1,0,0,1,1,0,0,1
5897,3683,12,0,3,1,8,1,0,0,0,1
5898,11,1,0,0,1,0,0,0,1,0,1
5899,197,7,0,1,1,4,0,0,1,0,1
5900,896,34,0,0,1,0,1,2,0,30,1
5901,182,2,1,0,0,1,1,0,0,1,1
5902,50,2,0,0,1,0,1,0,0,0,1
5903,34,3,0,1,1,1,0,0,1,0,1
5904,101,3,0,0,1,0,1,0,0,2,1
5905,21,2,0,0,1,0,1,0,0,0,1
5906,589,1,0,0,1,0,0,0,1,0,1
5907,32,8,1,0,0,0,0,2,1,5,1
5908,14,7,0,0,1,0,1,1,0,4,1
5909,34,15,0,0,1,1,0,3,1,10,1
5910,25,28,1,10,0,16,0,0,1,0,1
5911,7,8,0,0,1,0,0,1,1,5,1
5912,19,7,1,0,0,5,0,0,1,0,1
5913,7,3,1,0,0,1,0,0,1,0,1
5914,40,1,1,0,0,0,1,0,0,0,1
5915,1015,7,1,1,0,0,0,2,1,3,1
5916,20,3,1,0,0,1,0,0,1,0,1
5917,130,9,1,0,0,0,1,1,0,6,1
5918,3014,43,1,3,0,39,0,0,1,0,1
5919,303,2,1,0,0,0,1,0,0,0,1
5920,13,2,0,0,1,1,0,0,1,1,1
5921,100,2,1,0,0,0,1,0,0,0,1
5922,261,2,0,0,1,0,0,0,1,0,1
5923,2793,13,1,1,0,1,1,3,0,8,1
5924,23,12,0,0,1,0,0,3,1,8,1
5925,162,4,0,1,1,2,0,0,1,0,1
5926,536,11,0,1,1,7,0,1,1,5,1
5927,121,4,1,0,0,1,1,1,0,0,1
5928,28,33,1,11,0,20,0,0,1,0,1
5929,6,7,0,0,1,0,0,0,1,5,1
5930,843,22,0,0,1,0,1,1,0,19,1
5931,140,12,0,0,2,20,0,0,2,0,1
5932,545,2,0,0,1,0,0,0,1,0,1
5933,449,3,0,0,2,0,0,0,2,4,1
5934,636,6,1,0,0,1,1,0,0,3,1
5935,92,2,1,0,0,1,1,0,0,1,1
5936,91,2,1,1,0,0,1,0,0,0,1
5937,168,1,1,0,0,0,1,0,0,0,1
5938,83,7,1,1,0,1,1,1,0,4,1
5939,188,5,1,0,0,3,0,0,1,0,1
5940,72,2,1,1,0,0,1,0,0,0,1
5941,21,1,1,0,0,0,1,0,0,0,1
5942,29,13,0,0,1,0,1,1,0,10,1
5943,3221,33,0,0,1,0,0,5,1,26,1
5944,14,3,0,0,1,0,0,0,1,1,1
5945,3032,45,1,3,0,40,0,0,1,0,1
5946,78,4,0,2,1,0,0,0,1,0,1
5947,2143,19,1,0,0,7,0,1,1,9,1
5948,244,6,1,0,0,5,1,0,0,0,1
5949,158,3,1,0,0,0,1,1,0,1,1
5950,93,4,1,0,0,0,1,0,0,3,1
5951,1826,55,0,0,1,0,1,2,0,51,1
5952,120,3,1,1,0,1,1,0,0,0,1
5953,64,8,1,0,0,0,1,1,0,6,1
5954,88,2,1,0,0,0,1,0,0,0,1
5955,127,1,1,0,0,0,1,0,0,0,1
5956,89,2,1,0,0,1,1,0,0,0,1
5957,45,2,0,0,1,0,1,0,0,0,1
5958,271,39,1,1,0,19,1,1,0,19,1
5959,204,4,1,0,0,2,1,0,0,1,1
5960,77,10,0,0,1,0,1,1,0,7,1
5961,1141,2,0,0,1,0,0,0,1,1,1
5962,20,2,1,0,0,0,1,1,0,0,1
5963,2548,17,1,0,0,14,0,0,1,1,1
5964,115,4,0,0,2,0,0,0,2,4,1
5965,235,5,0,1,1,2,0,0,1,0,1
5966,166,2,1,1,0,0,1,0,0,0,1
5967,137,5,1,2,0,2,1,0,0,0,1
5968,29,2,0,0,1,0,1,0,0,0,1
5969,825,1,0,0,1,0,0,0,1,0,1
5970,639,57,0,0,1,0,1,3,0,52,1
5971,505,3,0,2,1,0,0,2,1,0,1
5972,28,2,1,0,0,1,1,0,0,0,1
5973,11322,24,0,0,1,0,0,1,1,21,1
5974,534,13,0,0,1,0,1,1,0,10,1
5975,308,28,1,4,0,23,0,0,1,0,1
5976,9,2,1,0,0,0,0,0,1,0,1
5977,19,3,0,0,1,0,1,1,0,0,1
5978,138,4,1,0,0,0,1,1,0,2,1
5979,107,94,0,0,1,0,1,4,0,88,1
5980,43,2,1,0,0,1,1,0,0,0,1
5981,199,9,1,0,0,8,0,0,1,0,1
5982,11,3,1,0,0,1,0,1,1,0,1
5983,17,3,1,0,0,1,0,0,1,0,1
5984,259,4,0,0,1,0,1,0,0,3,1
5985,112,2,0,0,1,0,1,0,0,0,1
5986,162,2,1,0,0,0,0,0,1,0,1
5987,15,2,1,0,0,0,1,0,0,0,1
5988,24,2,1,0,0,1,1,0,0,1,1
5989,28,2,1,0,0,0,0,0,1,0,1
5990,99,1,1,0,0,0,1,0,0,0,1
5991,684,24,1,1,0,21,0,0,1,0,1
5992,6,7,1,0,0,5,0,0,1,0,1
5993,49,2,1,0,0,0,1,0,0,0,1
5994,2,2,0,0,1,0,0,0,1,0,1
5995,11,3,1,0,0,2,1,0,0,0,1
5996,171,1,1,0,0,0,1,0,0,0,1
5997,644,4,0,1,1,2,0,0,1,0,1
5998,1593,10,1,0,0,0,1,2,0,7,1
5999,242,14,0,0,1,0,1,1,0,11,1
6000,286,11,0,0,2,0,0,0,2,18,1
6001,161,10,1,1,0,7,0,0,1,0,1
6002,530,67,1,5,0,60,0,0,1,0,1
6003,477,22,0,0,1,0,1,2,0,19,1
6004,16,5,1,0,0,3,0,0,1,0,1
6005,56,2,1,0,0,0,0,0,1,0,1
6006,339,2,1,1,0,0,1,0,0,0,1
6007,403,57,1,0,0,8,1,4,0,44,1
6008,15,4,1,1,0,0,0,1,1,1,1
6009,49,2,1,0,0,0,0,0,1,0,1
6010,25,4,1,0,0,0,1,0,0,3,1
6011,75,2,1,0,0,0,1,0,0,1,1
6012,14,4,0,0,1,0,0,0,1,2,1
6013,130,12,1,0,0,1,1,0,0,9,1
6014,62,1,0,0,1,0,0,0,1,0,1
6015,424,1,1,0,0,0,1,0,0,0,1
6016,6,4,0,0,1,0,0,0,1,2,1
6017,20,3,1,0,0,0,1,0,0,1,1
6018,205,3,0,0,1,0,1,0,0,1,1
6019,4892,52,0,0,1,0,1,1,0,50,1
6020,122,4,1,1,0,2,1,0,0,0,1
6021,11,2,0,0,1,1,0,0,1,1,1
6022,87,26,1,1,0,23,0,0,1,0,1
6023,549,22,1,3,0,0,1,2,0,18,1
6024,21,9,0,0,1,0,0,0,1,7,1
6025,109,14,1,1,0,0,1,1,0,10,1
6026,1,1,0,0,1,0,0,0,1,0,1
6027,1832,128,1,0,0,0,1,1,0,125,1
6028,248,13,1,3,0,8,0,0,1,0,1
6029,16,10,0,0,1,0,0,0,1,8,1
6030,601,4,1,1,0,2,1,0,0,0,1
6031,191,9,1,1,0,7,0,0,1,0,1
6032,124,3,0,0,1,0,1,0,0,1,1
6033,586,4,1,0,0,1,0,0,1,2,1
6034,17,6,0,0,1,0,0,0,1,4,1
6035,753,13,0,0,1,0,1,0,0,11,1
6036,1139,9,0,0,1,0,1,1,0,7,1
6037,38,3,1,0,0,0,0,0,1,1,1
6038,81,2,1,0,0,0,1,0,0,0,1
6039,12,1,1,0,0,0,1,0,0,0,1
6040,481,6,0,0,1,1,1,1,0,3,1
6041,11,1,1,0,0,0,1,0,0,0,1
6042,236,4,1,1,0,1,1,0,0,1,1
6043,9,5,0,0,1,0,0,0,1,3,1
6044,4749,92,0,0,1,0,0,0,1,90,1
6045,1005,5,0,0,1,0,0,0,1,4,1
6046,13,8,0,1,1,5,0,0,1,0,1
6047,14,2,1,0,0,0,1,0,0,0,1
6048,613,9,0,1,1,7,0,0,1,0,1
6049,53,7,0,0,1,0,0,2,1,4,1
6050,3,1,1,0,0,0,1,0,0,0,1
6051,60,4,0,0,1,0,1,0,0,2,1
6052,1103,1,1,0,0,0,1,0,0,0,1
6053,455,17,0,0,1,0,1,1,0,14,1
6054,646,30,1,1,0,2,1,8,0,19,1
6055,1442,3,1,0,0,2,0,0,1,0,1
6056,863,18,1,3,0,13,0,0,1,0,1
6057,2347,20,1,0,0,0,1,1,0,18,1
6058,1,1,1,0,0,0,1,0,0,0,1
6059,1152,4,1,0,0,2,0,0,1,0,1
6060,91,19,0,0,1,18,0,0,1,0,1
6061,102,8,0,0,1,0,0,1,1,6,1
6062,16,2,1,0,0,0,1,0,0,0,1
6063,29,2,0,0,1,0,1,0,0,1,1
6064,10,2,0,0,1,0,1,0,0,0,1
6065,585,2,1,0,0,0,1,0,0,0,1
6066,73,10,0,0,1,0,1,0,0,8,1
6067,3,2,1,0,0,0,1,0,0,0,1
6068,2,1,1,0,0,0,1,0,0,0,1
6069,2229,3,0,0,1,2,0,0,1,0,1
6070,125,3,1,0,0,1,1,0,0,1,1
6071,222,9,0,0,1,0,1,1,0,6,1
6072,1116,2,1,0,0,0,1,0,0,0,1
6073,35,2,1,0,0,0,0,0,1,0,1
6074,33,3,0,0,1,0,1,0,0,1,1
6075,9,4,0,0,1,0,1,1,0,1,1
6076,109,1,1,0,0,0,1,0,0,0,1
6077,32,7,1,0,0,6,1,0,0,0,1
6078,62,2,1,0,0,0,1,0,0,1,1
6079,1568,57,0,0,1,0,1,7,0,49,1
6080,557,4,0,0,1,0,1,0,0,2,1
6081,182,4,1,1,0,2,1,0,0,0,1
6082,67,13,1,0,0,1,1,1,0,9,1
6083,96,3,0,1,1,1,0,0,1,0,1
6084,593,4,1,0,0,0,0,1,1,2,1
6085,9,3,0,0,1,1,0,0,1,0,1
6086,11,1,0,0,1,0,0,0,1,0,1
6087,88,3,1,0,0,0,0,0,1,1,1
6088,1856,5,0,1,1,0,1,1,0,2,1
6089,413,2,1,0,0,0,1,1,0,0,1
6090,48,4,1,0,0,0,0,0,1,2,1
6091,12,1,0,0,1,0,0,0,1,0,1
6092,134,2,1,0,0,0,0,0,1,0,1
6093,45,3,1,0,0,0,1,0,0,1,1
6094,20,7,0,0,1,0,0,0,1,5,1
6095,11,1,0,0,1,0,0,0,1,0,1
6096,8,9,0,0,1,0,0,0,1,7,1
6097,4916,14,0,0,1,0,1,3,0,9,1
6098,42,10,0,0,1,0,0,1,1,7,1
6099,522,19,1,2,0,15,0,0,1,0,1
6100,436,1,1,0,0,0,1,0,0,0,1
6101,36,3,1,0,0,0,1,0,0,1,1
6102,10,1,1,0,0,0,1,0,0,0,1
6103,193,3,1,0,0,0,1,0,0,1,1
6104,96,2,1,0,0,0,0,0,1,0,1
6105,32,6,0,0,1,0,0,0,1,4,1
6106,10,2,0,0,1,0,0,0,1,1,1
6107,23,4,0,0,1,0,0,1,1,2,1
6108,1603,27,0,1,1,0,1,2,0,23,1
6109,59,1,0,0,1,0,0,0,1,0,1
6110,334,3,1,0,0,0,1,0,0,1,1
6111,997,30,0,0,2,54,0,0,2,4,1
6112,1080,89,1,8,0,76,1,2,0,8,1
6113,642,14,1,1,0,10,0,1,1,2,1
6114,13,1,0,0,1,0,0,0,1,0,1
6115,22,2,0,0,1,0,1,0,0,0,1
6116,60,48,1,19,0,27,0,0,1,0,1
6117,75,2,1,0,0,0,0,0,1,0,1
6118,198,6,0,0,1,0,1,0,0,4,1
6119,535,11,0,0,1,0,1,0,0,9,1
6120,167,2,1,0,0,0,1,1,0,0,1
6121,652,9,0,2,1,6,1,0,0,0,1
6122,268,2,1,0,0,1,1,0,0,0,1
6123,329,16,0,0,1,0,1,1,0,13,1
6124,1,2,0,0,2,0,0,0,2,0,1
6125,8653,34,0,1,1,31,0,1,1,3,1
6126,354,2,1,0,0,0,1,0,0,0,1
6127,234,8,1,0,0,7,0,0,1,4,1
6128,77,11,1,0,0,0,1,1,0,8,1
6129,7942,142,0,0,1,0,0,4,1,136,1
6130,533,3,0,0,1,0,1,1,0,1,1
6131,423,29,0,0,2,56,0,0,2,0,1
6132,8,6,0,0,1,0,0,0,1,4,1
6133,745,4,0,0,1,0,1,1,0,2,1
6134,86,3,0,0,1,0,1,1,0,0,1
6135,142,12,0,0,2,0,0,0,2,22,1
6136,447,2,1,0,0,0,0,0,1,0,1
6137,21,3,1,0,0,0,0,1,1,1,1
6138,120,1,1,0,0,0,1,0,0,0,1
6139,58,14,0,0,1,0,0,3,1,9,1
6140,169,1,1,0,0,0,1,0,0,0,1
6141,110,3,1,0,0,2,0,1,1,0,1
6142,1529,36,0,3,1,31,0,0,1,0,1
6143,26,2,1,0,0,0,0,0,1,0,1
6144,319,13,1,2,0,10,1,0,0,0,1
6145,1021,8,0,1,1,1,0,2,1,4,1
6146,3505,76,1,5,0,69,0,0,1,0,1
6147,109,16,0,0,1,0,1,2,0,12,1
6148,34,13,0,0,1,0,1,1,0,10,1
6149,748,4,1,0,0,1,1,1,0,2,1
6150,93,2,1,1,0,0,1,0,0,0,1
6151,374,15,0,1,1,12,0,0,1,0,1
6152,155,4,1,1,0,2,1,0,0,0,1
6153,57,1,0,0,1,0,0,0,1,0,1
6154,172,4,1,1,0,2,1,0,0,0,1
6155,100,2,1,1,0,0,1,0,0,0,1
6156,216,2,1,0,0,0,1,0,0,0,1
6157,95,3,1,0,0,0,1,1,0,1,1
6158,354,2,1,0,0,0,1,0,0,0,1
6159,132,2,1,0,0,0,1,0,0,0,1
6160,34,5,1,0,0,0,1,2,0,1,1
6161,4,5,0,0,1,0,0,0,1,3,1
6162,33,2,1,0,0,0,0,0,1,0,1
6163,45,1,1,0,0,0,1,0,0,0,1
6164,181,21,1,4,0,16,0,1,1,0,1
6165,14,1,0,0,1,0,0,0,1,0,1
6166,48,8,1,0,0,0,0,1,1,5,1
6167,27,8,1,0,0,6,0,0,1,0,1
6168,546,47,1,3,0,42,0,0,1,0,1
6169,23,3,0,0,1,0,0,0,1,2,1
6170,9,1,1,0,0,0,1,0,0,0,1
6171,2139,74,1,1,0,71,0,0,1,0,1
6172,96,4,1,0,0,0,0,1,1,1,1
6173,157,7,1,0,0,5,0,0,1,0,1
6174,194,8,0,0,1,0,1,1,0,5,1
6175,101,2,1,0,0,0,1,0,0,0,1
6176,209,58,1,0,0,1,1,3,0,52,1
6177,9,7,0,0,1,0,0,1,1,4,1
6178,13,2,1,0,0,0,1,0,0,0,1
6179,38,9,1,0,0,0,1,2,0,5,1
6180,2087,17,0,0,1,0,1,3,0,12,1
6181,132,1,1,0,0,0,1,0,0,0,1
6182,196,8,0,1,1,0,1,2,0,4,1
6183,151,13,1,1,0,10,0,0,1,0,1
6184,155,1,1,0,0,0,1,0,0,0,1
6185,577,1,0,0,1,0,0,0,1,0,1
6186,1144,4,0,0,1,0,1,0,0,3,1
6187,1029,2,1,0,0,0,0,0,1,0,1
6188,18,2,1,0,0,0,0,0,1,0,1
6189,125,4,0,1,1,2,0,0,1,0,1
6190,97,6,0,0,1,0,0,1,1,4,1
6191,599,2,1,0,0,0,0,0,1,0,1
6192,69,1,1,0,0,0,1,0,0,0,1
6193,5,1,0,0,1,0,0,0,1,0,1
6194,49,2,1,0,0,0,0,0,1,0,1
6195,15,3,0,0,1,0,1,0,0,1,1
6196,50,3,1,0,0,1,0,0,1,0,1
6197,341,6,1,1,0,3,0,0,1,1,1
6198,556,9,1,1,0,7,1,0,0,1,1
6199,79,7,0,0,1,0,0,0,1,6,1
6200,1321,2,0,0,1,0,0,0,1,0,1
6201,12,1,1,0,0,0,1,0,0,0,1
6202,336,17,0,0,1,0,1,3,0,12,1
6203,35,2,1,0,0,0,1,0,0,0,1
6204,9,11,0,0,1,0,0,0,1,9,1
6205,7,1,0,0,1,0,0,0,1,0,1
6206,118,2,0,1,1,0,1,0,0,0,1
6207,722,45,1,0,0,43,0,0,1,0,1
6208,388,3,0,0,1,0,1,0,0,1,1
6209,56,2,0,0,1,0,0,0,1,0,1
6210,58,2,0,1,1,0,0,0,1,0,1
6211,56,2,1,0,0,0,0,0,1,0,1
6212,323,5,1,0,0,0,1,0,0,4,1
6213,182,1,1,0,0,0,1,0,0,0,1
6214,76,4,0,0,1,2,1,0,0,0,1
6215,71,13,1,0,0,1,1,0,0,10,1
6216,1748,14,0,0,1,0,1,2,0,10,1
6217,901,8,0,0,1,0,1,0,0,6,1
6218,156,9,0,0,1,0,1,0,0,7,1
6219,5664,33,0,1,1,30,0,0,1,0,1
6220,69,8,0,0,1,0,1,1,0,5,1
6221,34,5,0,0,1,0,0,0,1,4,1
6222,62,4,0,1,1,1,0,1,1,2,1
6223,66,15,0,0,1,0,1,1,0,12,1
6224,1538,1,0,0,1,0,0,0,1,0,1
6225,167,5,1,0,0,0,1,1,0,3,1
6226,137,5,0,0,1,0,1,1,0,2,1
6227,341,1,0,0,1,0,0,0,1,0,1
6228,822,8,1,1,0,6,1,0,0,0,1
6229,41,4,0,0,1,0,1,0,0,2,1
6230,24,7,0,0,1,0,0,1,1,4,1
6231,47,2,0,0,1,0,1,0,0,0,1
6232,83,2,1,0,0,0,0,0,1,0,1
6233,470,9,0,0,1,0,1,0,0,7,1
6234,5,2,0,0,1,0,0,0,1,0,1
6235,1066,20,0,0,1,0,1,1,0,17,1
6236,81,8,1,0,0,0,0,1,1,6,1
6237,3183,11,0,0,1,0,0,0,1,9,1
6238,57,6,1,0,0,0,0,1,1,4,1
6239,21,3,1,0,0,0,0,0,1,1,1
6240,46,11,0,0,1,0,1,2,0,7,1
6241,205,11,0,0,1,0,1,0,0,10,1
6242,52,1,1,0,0,0,1,0,0,0,1
6243,183,3,1,1,0,0,1,1,0,1,1
6244,5104,111,0,0,1,1,0,0,1,108,1
6245,236,4,1,0,0,0,1,2,0,1,1
6246,3,4,0,0,1,0,0,0,1,2,1
6247,795,8,0,1,1,5,0,0,1,0,1
6248,5070,38,0,0,1,0,1,2,0,35,1
6249,1950,18,0,0,1,0,0,0,1,16,1
6250,241,2,1,0,0,0,1,0,0,0,1
6251,779,11,1,1,0,9,1,1,0,2,1
6252,271,11,0,0,2,18,0,0,2,4,1
6253,5402,126,0,0,1,0,1,3,0,121,1
6254,522,4,0,0,1,0,1,0,0,2,1
6255,53,4,1,0,0,3,0,0,1,0,1
6256,210,10,1,2,0,7,0,0,1,0,1
6257,30,2,1,1,0,0,1,0,0,0,1
6258,23,2,1,1,0,0,1,0,0,0,1
6259,56,4,1,0,0,2,0,0,1,0,1
6260,10185,284,0,0,1,0,0,5,1,278,1
6261,17,2,1,0,0,0,0,0,1,0,1
6262,612,6,0,0,1,0,1,1,0,3,1
6263,117,8,0,0,1,1,1,1,0,6,1
6264,16,1,1,0,0,0,1,0,0,0,1
6265,342,54,0,0,1,0,1,4,0,48,1
6266,590,30,0,0,2,58,0,0,2,0,1
6267,32,1,0,0,2,0,0,0,2,0,1
6268,99,3,1,1,0,1,1,1,0,0,1
6269,1822,72,0,0,1,0,1,4,0,67,1
6270,144,3,0,0,1,0,1,0,0,1,1
6271,8,3,1,0,0,0,0,0,1,1,1
6272,780,2,0,0,2,0,0,0,2,0,1
6273,329,8,1,0,0,7,1,0,0,0,1
6274,9,2,1,0,0,0,0,0,1,0,1
6275,1023,11,0,0,1,1,0,0,1,8,1
6276,318,2,1,0,0,0,1,0,0,0,1
6277,81,3,1,1,0,0,0,0,1,0,1
6278,68,2,0,0,1,0,0,0,1,0,1
6279,2142,112,0,0,2,0,0,0,2,220,1
6280,58,2,1,0,0,1,1,0,0,0,1
6281,36,8,1,0,0,0,1,2,0,4,1
6282,69,6,1,1,0,0,1,2,0,3,1
6283,307,42,1,0,0,1,1,2,0,37,1
6284,12,2,0,0,1,0,0,0,1,0,1
6285,38,2,0,0,1,0,0,0,1,0,1
6286,48,1,1,0,0,0,1,0,0,0,1
6287,36,3,0,0,1,1,0,0,1,0,1
6288,41,8,0,0,1,0,1,2,0,5,1
6289,29,4,0,0,1,0,1,0,0,2,1
6290,1198,5,0,0,1,0,1,1,0,2,1
6291,729,9,0,1,1,5,1,0,0,2,1
6292,8065,121,0,0,1,0,1,0,0,120,1
6293,47,7,0,0,1,0,1,1,0,4,1
6294,43,4,0,0,1,0,0,1,1,2,1
6295,23,2,1,0,0,0,0,0,1,0,1
6296,66,6,0,3,1,2,1,0,0,0,1
6297,14,2,0,0,1,0,1,0,0,0,1
6298,23,4,1,1,0,1,1,0,0,1,1
6299,171,27,0,0,1,0,0,1,1,24,1
6300,44,14,0,1,1,0,1,2,0,9,1
6301,5812,37,0,0,1,0,1,4,0,31,1
6302,31,2,1,0,0,1,0,0,1,0,1
6303,1086,3,1,0,0,0,1,0,0,1,1
6304,38,1,0,0,1,0,0,0,1,0,1
6305,778,10,0,1,1,7,0,0,1,0,1
6306,1768,48,1,1,0,24,1,1,0,25,1
6307,314,16,0,0,1,15,0,0,1,0,1
6308,11,3,0,0,1,0,1,0,0,1,1
6309,4,4,0,0,1,0,0,0,1,2,1
6310,14,7,0,0,1,0,1,1,0,4,1
6311,234,29,0,0,1,0,1,3,0,24,1
6312,66,7,0,0,1,0,0,1,1,4,1
6313,10,3,0,0,1,0,0,1,1,1,1
6314,330,3,0,1,1,1,0,0,1,0,1
6315,311,11,0,0,1,0,1,2,0,8,1
6316,1597,1,0,0,1,0,0,0,1,0,1
6317,25,3,0,0,1,1,1,0,0,0,1
6318,22,2,1,0,0,1,1,0,0,0,1
6319,18,3,1,1,0,1,1,0,0,0,1
6320,173,5,1,0,0,0,1,0,0,4,1
6321,58,2,0,0,1,0,0,1,1,0,1
6322,1218,19,1,0,0,0,1,1,0,17,1
6323,262,23,0,0,1,0,0,0,1,21,1
