,t_ch,t_dev,l_core_and_top,l_core_and_occ,l_peripheral_and_top,l_peripheral_and_occ,r_core_and_top,r_core_and_occ,r_peripheral_and_top,r_peripheral_and_occ,has_conflict
4599,5,3,1,0,0,0,0,1,1,1,0
4600,371,1,1,0,0,0,0,0,0,0,0
4601,7,7,0,0,1,5,0,0,1,0,0
4602,4,3,0,1,1,0,0,0,1,0,0
4603,7,4,0,0,0,0,0,1,1,2,0
4604,47,5,0,0,1,4,0,0,1,0,0
4605,15,1,1,0,0,0,0,0,0,0,0
4606,3,2,0,0,0,0,0,0,1,1,0
4607,4,1,1,0,0,0,1,0,0,0,0
4608,12,2,1,1,0,0,0,0,0,0,0
4609,3,2,0,0,1,0,1,0,0,0,0
4610,154,11,1,2,0,7,0,0,1,0,0
4611,1,1,0,0,0,0,0,0,1,0,0
4612,36,12,0,1,1,10,0,0,0,0,0
4613,4079,1,0,0,1,0,0,0,1,0,0
4614,5,3,0,0,1,1,0,0,1,0,0
4615,29,6,0,0,1,4,0,0,1,0,0
4616,5,1,1,0,0,0,0,0,0,0,0
4617,21,2,1,0,0,0,1,0,0,0,0
4618,2,1,0,0,2,0,0,0,2,0,0
4619,14,1,1,0,0,0,0,0,0,0,0
4620,52,5,1,2,0,2,0,0,1,0,0
4621,4,1,1,0,0,0,0,0,0,0,0
4622,5,2,0,0,1,0,0,0,1,0,0
4623,1,1,0,0,1,0,0,0,0,0,0
4624,6,4,0,1,1,1,0,0,1,0,0
4625,1,1,0,0,0,0,0,0,1,0,0
4626,4,1,0,0,1,0,0,0,0,0,0
4627,7,1,0,0,1,0,0,0,0,0,0
4628,24,5,0,0,0,0,1,2,0,2,0
4629,130,2,1,0,0,1,0,0,1,0,0
4630,15,4,1,0,0,1,0,0,1,1,0
4631,18,2,1,0,0,0,0,0,1,0,0
4632,57,2,1,1,0,0,1,0,0,0,0
4633,1,1,0,0,0,0,0,0,1,0,0
4634,1,1,0,0,0,0,0,0,1,0,0
4635,3,1,0,0,1,0,0,0,0,0,0
4636,1,1,0,0,1,0,0,0,0,0,0
4637,15,2,1,0,0,0,1,0,0,0,0
4638,45,3,0,1,1,1,1,0,0,0,0
4639,10,1,1,0,0,0,0,0,0,0,0
4640,3,1,1,0,0,0,0,0,0,0,0
4641,1,1,0,0,1,0,0,0,0,0,0
4642,1,1,0,0,1,0,0,0,0,0,0
4643,1987,32,0,0,2,60,0,0,2,0,0
4644,2,1,1,0,0,0,0,0,0,0,0
4645,2,1,0,0,1,0,0,0,1,0,0
4646,1,1,0,0,0,0,0,0,1,0,0
4647,2,1,0,0,1,0,0,0,0,0,0
4648,1,1,0,0,1,0,0,0,0,0,0
4649,5,2,1,0,0,0,0,0,1,0,0
4650,234,5,0,1,1,0,1,1,0,1,0
4651,5,1,0,0,1,0,0,0,0,0,0
4652,1,1,0,0,0,0,1,0,0,0,0
4653,10,2,1,0,0,0,0,0,1,0,0
4654,30,2,1,0,0,0,1,0,0,0,0
4655,1,1,1,0,0,0,0,0,0,0,0
4656,44,2,1,0,0,0,0,0,1,0,0
4657,1333,83,1,13,0,69,0,0,0,0,0
4658,221,4,1,0,0,3,0,0,0,0,0
4659,3,2,1,0,0,0,1,0,0,0,0
4660,2,1,0,0,1,0,0,0,0,0,0
4661,1,1,0,0,1,0,0,0,0,0,0
4662,53,3,0,0,1,2,0,0,1,0,0
4663,3,1,0,0,0,0,0,0,1,0,0
4664,11,6,1,1,0,4,0,0,0,0,0
4665,465,3,1,0,0,2,1,0,0,0,0
4666,18,1,1,0,0,0,0,0,0,0,0
4667,33,12,0,0,0,0,1,2,0,9,0
4668,27,4,1,1,0,2,0,0,0,0,0
4669,5,1,0,0,1,0,0,0,0,0,0
4670,22,3,1,0,0,1,0,0,1,0,0
4671,27,4,0,0,1,2,0,0,1,0,0
4672,1,1,1,0,0,0,0,0,0,0,0
4673,2,1,0,0,0,0,1,0,0,0,0
4674,6,1,0,0,1,0,0,0,0,0,0
4675,1,1,0,0,1,0,0,0,0,0,0
4676,133,7,0,0,1,0,1,2,0,4,0
4677,36,2,0,0,1,0,1,0,0,0,0
4678,99,5,1,1,0,2,0,0,1,0,0
4679,19,2,1,1,0,0,1,0,0,0,0
4680,1,1,0,0,1,0,0,0,0,0,0
4681,11,2,1,0,0,1,0,0,1,0,0
4682,6,1,0,0,1,0,0,0,0,0,0
4683,1,1,0,0,1,0,0,0,0,0,0
4684,2,1,0,0,1,0,0,0,0,0,0
4685,1,1,0,0,1,0,0,0,0,0,0
4686,14,1,0,0,0,0,0,0,2,0,0
4687,20,1,1,0,0,0,0,0,0,0,0
4688,3,1,0,0,1,0,0,0,0,0,0
4689,28,5,1,0,0,2,0,0,1,1,0
4690,8,3,0,0,1,0,0,0,1,2,0
4691,6,1,1,0,0,0,0,0,0,0,0
4692,1,1,0,0,1,0,0,0,0,0,0
4693,2,1,0,0,1,0,0,0,0,0,0
4694,1,1,0,0,1,0,0,0,0,0,0
4695,3,2,0,0,1,0,0,0,1,0,0
4696,1,1,0,0,0,0,1,0,0,0,0
4697,940,1,1,0,0,0,1,0,0,0,0
4698,2,2,0,0,1,0,0,0,1,0,0
4699,2,2,1,0,0,0,0,0,1,0,0
4700,124,16,0,1,1,13,0,0,1,0,0
4701,455,10,0,0,1,0,0,4,1,4,0
4702,3,2,0,0,1,0,1,0,0,0,0
4703,19,2,0,0,1,0,0,0,1,0,0
4704,8,1,0,0,0,0,0,0,1,0,0
4705,29,4,1,0,0,2,1,0,0,0,0
4706,4,1,0,0,1,0,0,0,0,0,0
4707,1,1,0,0,0,0,1,0,0,0,0
4708,6,4,0,0,2,4,0,0,2,0,0
4709,11,1,1,0,0,0,0,0,0,0,0
4710,22,1,0,0,1,0,0,0,0,0,0
4711,7,3,0,0,0,0,1,1,0,1,0
4712,12,1,1,0,0,0,0,0,0,0,0
4713,11,4,1,0,0,3,0,0,1,0,0
4714,8,1,0,0,1,0,0,0,1,0,0
4715,1,1,0,0,2,0,0,0,0,0,0
4716,10,2,0,0,1,0,1,0,0,0,0
4717,6,4,0,1,1,1,0,0,1,0,0
4718,5,4,1,1,0,2,0,0,0,0,0
4719,18,2,0,0,1,1,0,0,1,0,0
4720,2,2,1,0,0,1,0,0,0,0,0
4721,70,2,1,0,0,0,0,0,1,0,0
4722,3,2,0,0,0,0,0,0,1,1,0
4723,1,1,1,0,0,0,0,0,0,0,0
4724,9,1,0,0,1,0,0,0,0,0,0
4725,14,6,0,0,0,0,1,1,0,4,0
4726,9,2,0,0,1,0,0,0,1,0,0
4727,662,17,0,0,0,0,1,2,0,14,0
4728,4,1,0,0,1,0,0,0,1,0,0
4729,24,2,1,0,0,0,1,0,0,0,0
4730,2,1,0,0,1,0,0,0,0,0,0
4731,3,1,0,0,1,0,0,0,0,0,0
4732,2,2,0,0,1,1,0,0,0,0,0
4733,2423,20,0,5,1,14,0,0,0,0,0
4734,4,1,0,0,1,0,0,0,0,0,0
4735,1,1,1,0,0,0,0,0,0,0,0
4736,3,2,0,1,1,0,0,0,0,0,0
4737,32,1,0,0,0,0,1,0,0,0,0
4738,3,2,0,0,1,0,0,0,1,0,0
4739,2,1,0,0,0,0,0,0,2,0,0
4740,11,3,1,1,0,1,1,0,0,0,0
4741,16,1,0,0,0,0,0,0,1,0,0
4742,24,2,1,0,0,0,0,0,1,0,0
4743,6,5,1,1,0,2,0,0,1,0,0
4744,21,5,0,0,0,0,0,0,2,8,0
4745,179,5,0,0,1,3,0,0,1,0,0
4746,11,2,0,0,1,0,1,0,0,0,0
4747,188,25,0,0,2,48,0,0,2,0,0
4748,23,4,0,1,1,2,1,0,0,0,0
4749,40,2,0,0,1,0,0,0,1,0,0
4750,1,1,0,0,1,0,0,0,0,0,0
4751,4,2,0,0,0,0,1,1,0,0,0
4752,28,2,0,0,1,0,0,0,1,1,0
4753,19,6,0,1,1,4,1,0,0,0,0
4754,365,15,1,2,0,11,0,0,1,0,0
4755,2,1,0,0,1,0,0,0,0,0,0
4756,5,1,0,0,0,0,1,0,0,0,0
4757,68,8,0,0,2,14,0,0,2,0,0
4758,38,7,1,2,0,3,0,0,1,0,0
4759,1,1,1,0,0,0,0,0,0,0,0
4760,1,1,0,0,1,0,0,0,0,0,0
4761,152,7,1,3,0,3,1,0,0,0,0
4762,11,2,0,0,1,0,0,0,1,0,0
4763,5,1,0,0,0,0,1,0,0,0,0
4764,4,1,0,0,0,0,0,0,1,0,0
4765,3,2,1,0,0,0,0,0,1,0,0
4766,1,1,0,0,1,0,0,0,0,0,0
4767,48,5,0,0,0,0,1,2,0,2,0
4768,2,1,0,0,1,0,0,0,0,0,0
4769,120,2,1,0,0,0,1,0,0,0,0
4770,1,1,1,0,0,0,0,0,0,0,0
4771,56,5,0,2,1,2,0,0,1,0,0
4772,1,1,0,0,1,0,0,0,0,0,0
4773,70,2,1,0,0,0,0,0,1,0,0
4774,1,1,1,0,0,0,0,0,0,0,0
4775,1,1,0,0,0,0,1,0,0,0,0
4776,53,2,0,0,2,2,0,0,0,0,0
4777,1,1,0,0,0,0,0,0,1,0,0
4778,6,2,1,0,0,0,1,0,0,1,0
4779,246,5,0,1,1,2,0,0,1,0,0
4780,6,1,1,0,0,0,0,0,0,0,0
4781,2,2,0,0,0,0,0,0,1,1,0
4782,2,1,0,0,1,0,0,0,0,0,0
4783,33,1,1,0,0,0,0,0,0,0,0
4784,15,3,0,1,1,1,1,0,0,0,0
4785,9,3,1,1,0,0,0,0,1,0,0
4786,2,1,0,0,1,0,0,0,1,0,0
4787,48,1,0,0,1,0,0,0,1,0,0
4788,1,1,0,0,1,0,0,0,0,0,0
4789,414,14,1,2,0,11,1,0,0,0,0
4790,13,1,1,0,0,0,0,0,0,0,0
4791,2,2,0,0,1,0,0,0,1,0,0
4792,4,2,1,0,0,0,1,0,0,0,0
4793,1,1,1,0,0,0,0,0,0,0,0
4794,54,1,0,0,1,0,0,0,0,0,0
4795,84,1,0,0,1,0,0,0,0,0,0
4796,6,1,0,0,1,0,0,0,1,0,0
4797,10,2,0,0,1,0,0,0,1,0,0
4798,5,2,1,0,0,0,0,0,1,0,0
4799,2,1,0,0,1,0,0,0,0,0,0
4800,2,2,1,0,0,0,1,0,0,1,0
4801,9,1,0,0,0,0,0,0,1,0,0
4802,10,1,1,0,0,0,0,0,0,0,0
4803,541,4,0,0,1,1,0,1,1,1,0
4804,5,1,0,0,1,0,0,0,1,0,0
4805,1,1,0,0,1,0,0,0,0,0,0
4806,18,3,0,0,2,2,0,0,2,0,0
4807,55,1,1,0,0,0,1,0,0,0,0
4808,1,1,0,0,1,0,0,0,0,0,0
4809,25,3,0,0,1,0,0,0,1,1,0
4810,12,1,0,0,0,0,1,0,0,0,0
4811,14,2,1,0,0,0,0,0,1,0,0
4812,5,2,0,0,1,0,0,0,1,0,0
4813,11,3,0,0,1,1,0,0,1,0,0
4814,6,2,1,0,0,0,0,0,1,0,0
4815,73,2,0,0,1,0,0,0,1,0,0
4816,9,1,1,0,0,0,1,0,0,0,0
4817,1,1,1,0,0,0,0,0,0,0,0
4818,10,1,1,0,0,0,0,0,0,0,0
4819,1,1,0,0,1,0,0,0,0,0,0
4820,10,1,0,0,0,0,1,0,0,0,0
4821,7,1,1,0,0,0,0,0,0,0,0
4822,1,1,0,0,1,0,0,0,0,0,0
4823,1,1,0,0,1,0,0,0,0,0,0
4824,160,5,1,2,0,1,0,0,1,0,0
4825,26,1,1,0,0,0,1,0,0,0,0
4826,2,1,1,0,0,0,0,0,0,0,0
4827,2,1,0,0,1,0,0,0,0,0,0
4828,2,1,0,0,0,0,0,0,1,0,0
4829,223,6,1,0,0,3,1,0,0,1,0
4830,6,2,1,0,0,0,1,0,0,0,0
4831,76,12,0,0,2,20,0,0,2,0,0
4832,56,4,0,2,1,1,1,1,0,0,0
4833,605,1,1,0,0,0,0,0,0,0,0
4834,1,1,0,0,0,0,0,0,1,0,0
4835,64,4,1,2,0,0,0,0,1,0,0
4836,11,1,0,0,0,0,0,0,2,0,0
4837,1,1,0,0,1,0,0,0,0,0,0
4838,13,9,1,0,0,7,1,0,0,0,0
4839,8,2,1,0,0,0,0,0,1,0,0
4840,1,1,0,0,0,0,1,0,0,0,0
4841,34,5,0,2,1,2,0,0,1,0,0
4842,2,1,1,0,0,0,1,0,0,0,0
4843,28,1,0,0,2,0,0,0,0,0,0
4844,25,1,0,0,1,0,0,0,0,0,0
4845,172,8,1,2,0,4,0,0,1,0,0
4846,524,40,0,0,0,0,1,0,0,39,0
4847,1,1,1,0,0,0,0,0,0,0,0
4848,10,1,0,0,1,0,0,0,0,0,0
4849,728,15,1,0,0,13,0,0,1,0,0
4850,1,1,0,0,1,0,0,0,0,0,0
4851,1,1,0,0,0,0,1,0,0,0,0
4852,1,1,0,0,1,0,0,0,0,0,0
4853,10,1,1,0,0,0,0,0,0,0,0
4854,12,2,1,0,0,0,0,0,1,0,0
4855,2,1,1,0,0,0,0,0,0,0,0
4856,30,5,0,0,0,0,0,0,2,8,0
4857,1,1,0,0,0,0,0,0,1,0,0
4858,16,5,0,1,1,2,0,0,1,0,0
4859,46,2,1,0,0,1,0,0,0,0,0
4860,8,1,0,0,1,0,0,0,0,0,0
4861,65,13,0,2,1,9,0,0,1,0,0
4862,1,1,0,0,1,0,0,0,0,0,0
4863,4,3,0,0,2,4,0,0,0,0,0
4864,100,4,0,0,1,0,0,2,1,0,0
4865,56,1,1,0,0,0,1,0,0,0,0
4866,11,6,1,1,0,4,0,0,0,0,0
4867,2,1,0,0,0,0,1,0,0,0,0
4868,92,15,1,5,0,8,0,0,1,0,0
4869,94,3,0,0,1,1,0,0,1,0,0
4870,16,2,1,0,0,1,0,0,1,0,0
4871,1,1,0,0,1,0,0,0,0,0,0
4872,364,11,0,0,1,2,1,3,0,4,0
4873,3,2,0,1,1,0,0,0,0,0,0
4874,2,1,0,0,1,0,0,0,1,0,0
4875,1,1,0,0,0,0,0,0,2,0,0
4876,3,2,0,0,1,1,0,0,1,0,0
4877,36,8,1,3,0,4,0,0,0,0,0
4878,4755,18,1,1,0,15,0,0,1,0,0
4879,395,2,1,1,0,0,1,0,0,0,0
4880,5,1,0,0,0,0,0,0,1,0,0
4881,4,2,1,1,0,0,0,0,0,0,0
4882,51,5,1,0,0,3,0,0,1,0,0
4883,1,1,0,0,1,0,0,0,0,0,0
4884,1,1,1,0,0,0,0,0,0,0,0
4885,2,1,0,0,1,0,0,0,0,0,0
4886,41,3,0,0,1,0,0,0,1,1,0
4887,13,3,0,0,0,0,1,1,0,1,0
4888,43,6,0,0,0,0,1,2,0,3,0
4889,17,5,0,0,1,0,0,0,1,3,0
4890,1,1,0,0,1,0,0,0,0,0,0
4891,1,1,0,0,1,0,0,0,0,0,0
4892,411,1,0,0,0,0,1,0,0,0,0
4893,2,1,0,0,1,0,0,0,0,0,0
4894,1,1,0,0,1,0,0,0,0,0,0
4895,1057,1,1,0,0,0,1,0,0,0,0
4896,3271,119,0,5,1,113,0,0,0,0,0
4897,2,2,0,0,1,0,1,0,0,0,0
4898,5,1,0,0,1,0,0,0,0,0,0
4899,6,1,0,0,1,0,0,0,0,0,0
4900,8,2,0,0,1,0,0,0,1,0,0
4901,1,1,0,0,1,0,0,0,0,0,0
4902,86,4,1,0,0,2,0,0,1,0,0
4903,3,1,0,0,1,0,0,0,0,0,0
4904,2,1,0,0,1,0,0,0,0,0,0
4905,2,1,0,0,1,0,0,0,0,0,0
4906,8,1,0,0,0,0,1,0,0,0,0
4907,13,2,1,0,0,0,0,0,1,0,0
4908,37,7,0,2,1,4,0,0,0,0,0
4909,10,4,0,0,2,4,0,0,2,0,0
4910,30,2,1,0,0,1,1,0,0,0,0
4911,26,7,1,1,0,5,0,0,0,0,0
4912,539,5,1,0,0,4,0,0,1,0,0
4913,1,1,0,0,1,0,0,0,0,0,0
4914,2,1,1,0,0,0,0,0,0,0,0
4915,24,3,0,0,2,2,0,0,2,0,0
4916,1,1,0,0,1,0,0,0,0,0,0
4917,37,1,0,0,1,0,0,0,0,0,0
4918,18,2,1,0,0,0,0,0,1,0,0
4919,1,1,1,0,0,0,0,0,0,0,0
4920,4,1,1,0,0,0,0,0,0,0,0
4921,2,1,0,0,1,0,0,0,0,0,0
4922,1,1,0,0,1,0,0,0,0,0,0
4923,18,3,1,0,0,0,0,0,1,1,0
4924,1,1,1,0,0,0,0,0,0,0,0
4925,252,1,1,0,0,0,0,0,0,0,0
4926,16,4,0,0,2,4,0,0,2,0,0
4927,272,5,1,0,0,3,1,0,0,0,0
4928,1,1,0,0,1,0,0,0,0,0,0
4929,10,3,0,0,1,0,1,0,0,1,0
4930,186,15,0,0,2,26,0,0,2,0,0
4931,38,7,0,0,0,0,1,3,0,3,0
4932,46,1,1,0,0,0,0,0,0,0,0
4933,19,1,0,0,1,0,0,0,0,0,0
4934,20,2,1,0,0,0,1,0,0,0,0
4935,3481,2,1,0,0,0,1,0,0,0,0
4936,1,1,0,0,1,0,0,0,0,0,0
4937,8,3,1,0,0,1,0,0,1,0,0
4938,96,1,1,0,0,0,0,0,0,0,0
4939,9,1,0,0,1,0,0,0,0,0,0
4940,8,1,1,0,0,0,0,0,0,0,0
4941,1,1,0,0,0,0,0,0,1,0,0
4942,1,1,1,0,0,0,0,0,0,0,0
4943,50,4,1,0,0,3,0,0,0,0,0
4944,10,2,0,0,0,0,0,0,1,1,0
4945,22,3,1,0,0,2,0,0,0,0,0
4946,1,1,1,0,0,0,0,0,0,0,0
4947,5,1,0,0,0,0,0,0,1,0,0
4948,16,2,1,0,0,0,1,0,0,0,0
4949,1792,2,0,0,0,0,0,0,1,1,0
4950,4,1,1,0,0,0,0,0,0,0,0
4951,3,2,0,0,1,1,0,0,0,0,0
4952,2,1,0,0,1,0,0,0,0,0,0
4953,1,1,0,0,1,0,0,0,0,0,0
4954,24,2,1,0,0,1,0,0,1,0,0
4955,159,226,1,7,0,218,0,0,1,0,0
4956,30,3,0,1,1,0,0,0,1,0,0
4957,2,1,0,0,0,0,1,0,0,0,0
4958,6,3,1,0,0,1,0,0,1,0,0
4959,1,1,0,0,1,0,0,0,0,0,0
4960,132,4,1,1,0,1,0,0,1,0,0
4961,42,2,0,0,0,0,1,0,0,1,0
4962,358,14,1,0,0,13,0,0,1,0,0
4963,35,3,0,2,1,0,1,0,0,0,0
4964,1,1,1,0,0,0,0,0,0,0,0
4965,1,1,0,0,1,0,0,0,0,0,0
4966,5,3,0,0,0,0,0,1,1,1,0
4967,3,1,0,0,0,0,1,0,0,0,0
4968,3,1,0,0,1,0,0,0,0,0,0
4969,1,1,1,0,0,0,0,0,0,0,0
4970,18,2,1,1,0,0,1,0,0,0,0
4971,16,1,0,0,0,0,0,0,1,0,0
4972,1,1,0,0,0,0,0,0,1,0,0
4973,7,1,0,0,1,0,0,0,0,0,0
4974,750,7,1,2,0,4,0,0,0,0,0
4975,1,1,0,0,0,0,0,0,1,0,0
4976,2,2,0,0,1,0,0,0,1,0,0
4977,11,1,0,0,0,0,1,0,0,0,0
4978,15,1,1,0,0,0,1,0,0,0,0
4979,23,5,0,0,1,4,0,0,0,0,0
4980,4,4,0,0,1,2,0,0,1,0,0
4981,1,1,0,0,1,0,0,0,0,0,0
4982,14,2,1,0,0,1,1,0,0,0,0
4983,7,4,0,0,0,0,0,1,1,2,0
4984,114,5,0,1,1,2,0,0,1,0,0
4985,2,1,0,0,1,0,0,0,0,0,0
4986,37,2,1,0,0,0,0,0,1,0,0
4987,66,4,0,2,1,0,0,0,1,0,0
4988,72,4,0,0,0,0,1,2,0,1,0
4989,5,1,1,0,0,0,0,0,0,0,0
4990,8,3,1,1,0,0,1,0,0,0,0
4991,30,5,0,0,0,0,0,0,1,4,0
4992,7,2,1,0,0,0,0,0,1,0,0
4993,1,1,0,0,1,0,0,0,0,0,0
4994,9,5,1,1,0,3,0,0,0,0,0
4995,1,1,0,0,1,0,0,0,0,0,0
4996,72,11,1,4,0,6,0,0,1,0,0
4997,622,8,0,0,2,14,0,0,2,0,0
4998,153,4,0,1,1,0,1,0,0,3,0
4999,2,1,1,0,0,0,0,0,0,0,0
5000,8,1,0,0,0,0,1,0,0,0,0
5001,1,1,0,0,1,0,0,0,0,0,0
5002,2,2,0,0,2,0,0,0,2,0,0
5003,25,3,1,0,0,1,0,0,1,0,0
5004,11,2,1,0,0,1,1,0,0,0,0
5005,1,1,0,0,1,0,0,0,0,0,0
5006,1,1,0,0,1,0,0,0,0,0,0
5007,2,1,0,0,0,0,1,0,0,0,0
5008,4,2,1,0,0,0,1,0,0,0,0
5009,1,1,0,0,1,0,0,0,0,0,0
5010,1,1,0,0,1,0,0,0,0,0,0
5011,26,2,0,0,1,0,1,0,0,0,0
5012,166,1,1,0,0,0,1,0,0,0,0
5013,168,1,1,0,0,0,0,0,0,0,0
5014,696,1,0,0,0,0,0,0,1,0,0
5015,1,1,1,0,0,0,0,0,0,0,0
5016,2,2,0,0,1,0,0,0,1,0,0
5017,117,5,0,0,0,0,1,2,0,2,0
5018,19,4,1,0,0,1,0,0,1,1,0
5019,5,1,0,0,1,0,0,0,1,0,0
5020,6,4,0,1,1,2,0,0,0,0,0
5021,1,1,0,0,1,0,0,0,0,0,0
5022,12,6,0,2,1,3,0,0,0,0,0
5023,1,1,0,0,1,0,0,0,0,0,0
5024,6,1,0,0,0,0,0,0,1,0,0
5025,7,3,0,0,1,1,0,0,1,0,0
5026,10,12,0,0,0,0,0,0,1,11,0
5027,3,1,0,0,1,0,0,0,0,0,0
5028,1,1,0,0,0,0,0,0,1,0,0
5029,196,32,1,6,0,25,0,0,0,0,0
5030,1,1,0,0,0,0,0,0,1,0,0
5031,1,1,0,0,0,0,0,0,1,0,0
5032,2,2,0,0,1,1,0,0,0,0,0
5033,7,2,0,0,1,1,0,0,0,0,0
5034,63,2,1,0,0,0,0,0,1,0,0
5035,33,3,0,0,1,1,0,0,1,0,0
5036,1,1,0,0,1,0,0,0,0,0,0
5037,868,4,1,0,0,2,0,0,1,0,0
5038,14,1,1,0,0,0,0,0,0,0,0
5039,202,10,1,0,0,8,0,0,1,0,0
5040,68,3,0,1,1,0,0,0,1,0,0
5041,1,1,1,0,0,0,0,0,0,0,0
5042,36,2,1,0,0,1,1,0,0,0,0
5043,2,1,0,0,1,0,0,0,1,0,0
5044,27,3,0,0,0,0,1,1,0,1,0
5045,4,2,0,0,1,0,0,0,1,0,0
5046,1,1,0,0,1,0,0,0,0,0,0
5047,1,1,0,0,1,0,0,0,0,0,0
5048,1,1,0,0,0,0,0,0,1,0,0
5049,50,7,0,0,2,10,0,0,2,0,0
5050,5,1,0,0,0,0,1,0,0,0,0
5051,4,2,0,0,0,0,0,0,1,1,0
5052,3,1,0,0,0,0,0,0,1,0,0
5053,3,1,0,0,1,0,0,0,0,0,0
5054,3,1,0,0,1,0,0,0,0,0,0
5055,5,1,0,0,1,0,0,0,0,0,0
5056,5,2,0,0,0,0,0,1,1,0,0
5057,1,1,0,0,0,0,0,0,1,0,0
5058,11,3,0,0,1,1,0,0,1,0,0
5059,7,1,0,0,1,0,0,0,1,0,0
5060,1,1,0,0,1,0,0,0,0,0,0
5061,1,1,0,0,1,0,0,0,0,0,0
5062,3,1,0,0,0,0,0,0,1,0,0
5063,2,2,1,0,0,1,0,0,0,0,0
5064,89,7,0,0,1,0,1,2,0,3,0
5065,2,1,0,0,1,0,0,0,0,0,0
5066,9,1,0,0,2,0,0,0,0,0,0
5067,2,2,0,0,0,0,1,0,0,1,0
5068,14,1,1,0,0,0,0,0,0,0,0
5069,516,8,1,2,0,5,1,0,0,0,0
5070,31,1,1,0,0,0,1,0,0,0,0
5071,4,1,0,0,1,0,0,0,0,0,0
5072,2,1,0,0,2,0,0,0,0,0,0
5073,4,1,0,0,0,0,1,0,0,0,0
5074,6,1,1,0,0,0,0,0,0,0,0
5075,14,1,0,0,1,0,0,0,0,0,0
5076,12,2,0,0,1,0,1,0,0,0,0
5077,20,1,0,0,0,0,1,0,0,0,0
5078,5,2,1,0,0,0,0,0,1,0,0
5079,45,1,1,0,0,0,0,0,0,0,0
5080,1,1,0,0,0,0,1,0,0,0,0
5081,3,2,1,0,0,0,0,0,1,0,0
5082,8,1,0,0,0,0,1,0,0,0,0
5083,22,2,0,0,0,0,1,0,0,1,0
5084,13,3,0,0,0,0,0,0,1,2,0
5085,2116,51,0,0,0,0,1,3,0,47,0
5086,56,1,0,0,1,0,0,0,0,0,0
5087,6,1,0,0,1,0,0,0,0,0,0
5088,19,1,1,0,0,0,0,0,0,0,0
5089,491,25,0,0,2,48,0,0,2,0,0
5090,95,1,0,0,0,0,1,0,0,0,0
5091,1,1,0,0,1,0,0,0,0,0,0
5092,47,1,1,0,0,0,0,0,0,0,0
5093,10,1,0,0,0,0,1,0,0,0,0
5094,24,1,1,0,0,0,0,0,0,0,0
5095,118,18,0,2,1,15,0,0,0,0,0
5096,1,1,0,0,1,0,0,0,0,0,0
5097,88,2,0,0,1,1,0,0,1,0,0
5098,1,1,0,0,1,0,0,0,0,0,0
5099,9,2,1,0,0,1,0,0,0,0,0
5100,28,2,1,0,0,0,1,1,0,0,0
5101,19,8,0,0,0,0,1,2,0,5,0
5102,83,4,0,0,1,3,0,0,0,0,0
5103,16,2,1,0,0,0,0,1,1,0,0
5104,230,2,0,0,1,0,0,0,1,0,0
5105,1,1,0,0,1,0,0,0,0,0,0
5106,1,1,0,0,1,0,0,0,0,0,0
5107,22,2,0,0,1,0,0,0,1,0,0
5108,216,6,1,0,0,4,0,0,1,0,0
5109,16,2,0,1,1,0,0,0,0,0,0
5110,2,2,0,0,1,0,0,0,1,0,0
5111,2,1,1,0,0,0,0,0,0,0,0
5112,1,1,0,0,1,0,0,0,0,0,0
5113,2,1,1,0,0,0,0,0,0,0,0
5114,69,56,1,2,0,53,0,0,0,0,0
5115,2,1,1,0,0,0,0,0,0,0,0
5116,2,1,0,0,1,0,0,0,0,0,0
5117,4,2,0,0,2,0,0,0,2,0,0
5118,15,1,1,0,0,0,0,0,0,0,0
5119,2,1,0,0,0,0,1,0,0,0,0
5120,19658,91,0,0,1,0,0,5,1,85,0
5121,77,9,1,3,0,4,0,0,1,0,0
5122,4,1,0,0,0,0,1,0,0,0,0
5123,16,1,0,0,0,0,0,0,1,0,0
5124,1,1,0,0,1,0,0,0,0,0,0
5125,2,2,0,0,1,0,0,0,1,0,0
5126,1,1,0,0,1,0,0,0,0,0,0
5127,1,1,0,0,1,0,0,0,0,0,0
5128,2,1,0,0,1,0,0,0,0,0,0
5129,122,3,1,0,0,1,1,0,0,0,0
5130,1,1,0,0,2,0,0,0,0,0,0
5131,80,1,0,0,0,0,1,0,0,0,0
5132,3,1,0,0,1,0,0,0,1,0,0
5133,24,1,1,0,0,0,0,0,0,0,0
5134,12,1,0,0,0,0,0,0,1,0,0
5135,1,1,0,0,0,0,0,0,1,0,0
5136,4,1,0,0,1,0,0,0,0,0,0
5137,4,4,0,0,0,0,1,0,0,3,0
5138,2,1,0,0,1,0,0,0,0,0,0
5139,1,1,0,0,1,0,0,0,0,0,0
5140,6,4,1,1,0,1,0,0,1,0,0
5141,6,2,0,0,1,0,1,0,0,0,0
5142,2,2,1,0,0,1,0,0,0,0,0
5143,11,2,1,0,0,0,0,0,1,0,0
5144,1587,2,0,0,1,0,0,0,1,0,0
5145,1,1,0,0,0,0,0,0,1,0,0
5146,2,2,0,0,2,0,0,0,2,0,0
5147,4,2,1,0,0,0,0,0,1,0,0
5148,36,2,0,0,1,0,0,0,1,0,0
5149,4,1,0,0,0,0,0,0,1,0,0
5150,1,1,0,0,1,0,0,0,0,0,0
5151,5,1,1,0,0,0,0,0,0,0,0
5152,2,1,0,0,1,0,0,0,0,0,0
5153,1,1,0,0,1,0,0,0,0,0,0
